Wavelength [m],Power [dBm]
1.47e-06,-67.5056422
1.47004e-06,-66.7422197
1.47008e-06,-67.1501031
1.47012e-06,-67.3146613
1.47016e-06,-67.3899341
1.4702e-06,-67.3959891
1.47024e-06,-67.1330188
1.47028e-06,-67.1346469
1.47032e-06,-66.9347192
1.47036e-06,-67.1108843
1.4704e-06,-67.0098301
1.47044e-06,-67.3445865
1.47048e-06,-66.7104333
1.47052e-06,-67.1703553
1.47056e-06,-66.5920172
1.4706e-06,-67.0463614
1.47064e-06,-66.7029501
1.47068e-06,-66.9105085
1.47072e-06,-67.1589599
1.47076e-06,-66.5477943
1.4708e-06,-66.8943917
1.47084e-06,-67.2381057
1.47088e-06,-67.3611218
1.47092e-06,-67.1446158
1.47096e-06,-67.2459256
1.471e-06,-67.064746
1.47104e-06,-67.2921114
1.47108e-06,-67.2532202
1.47112e-06,-67.345931
1.47116e-06,-66.8186598
1.4712e-06,-67.2049555
1.47124e-06,-67.0726783
1.47128e-06,-66.9830381
1.47132e-06,-66.7283583
1.47136e-06,-66.7742712
1.4714e-06,-66.9047785
1.47144e-06,-67.0437233
1.47148e-06,-67.3446412
1.47152e-06,-66.9575445
1.47156e-06,-67.1227235
1.4716e-06,-67.3277581
1.47164e-06,-66.8310115
1.47168e-06,-67.2288561
1.47172e-06,-66.9055824
1.47176e-06,-66.961014
1.4718e-06,-67.0203753
1.47184e-06,-66.81109
1.47188e-06,-66.4681121
1.47192e-06,-66.8989986
1.47196e-06,-67.0333347
1.472e-06,-67.0113648
1.47204e-06,-66.8071525
1.47208e-06,-67.1527105
1.47212e-06,-66.8782182
1.47216e-06,-67.228485
1.4722e-06,-66.6172566
1.47224e-06,-67.3418275
1.47228e-06,-67.0060736
1.47232e-06,-67.4473026
1.47236e-06,-67.3540319
1.4724e-06,-67.70723
1.47244e-06,-67.0366582
1.47248e-06,-67.4638835
1.47252e-06,-67.4826901
1.47256e-06,-66.8799515
1.4726e-06,-67.5426708
1.47264e-06,-66.7136634
1.47268e-06,-67.22859
1.47272e-06,-67.1545337
1.47276e-06,-67.1904587
1.4728e-06,-66.929099
1.47284e-06,-67.0936986
1.47288e-06,-66.9397767
1.47292e-06,-67.0780563
1.47296e-06,-67.0681661
1.473e-06,-66.9614833
1.47304e-06,-67.1800305
1.47308e-06,-67.0217406
1.47312e-06,-66.97511
1.47316e-06,-67.3630753
1.4732e-06,-67.2044289
1.47324e-06,-67.3684631
1.47328e-06,-67.6265254
1.47332e-06,-66.7855443
1.47336e-06,-67.3657355
1.4734e-06,-67.8973556
1.47344e-06,-67.0663683
1.47348e-06,-67.1588686
1.47352e-06,-67.3654431
1.47356e-06,-66.719927
1.4736e-06,-67.507222
1.47364e-06,-67.2879411
1.47368e-06,-67.4189584
1.47372e-06,-67.243612
1.47376e-06,-67.1645673
1.4738e-06,-67.6025687
1.47384e-06,-67.8303021
1.47388e-06,-67.3487199
1.47392e-06,-67.5560455
1.47396e-06,-67.3276474
1.474e-06,-67.1990832
1.47404e-06,-67.1044212
1.47408e-06,-67.2033336
1.47412e-06,-67.2367112
1.47416e-06,-67.152766
1.4742e-06,-67.5928723
1.47424e-06,-67.2043335
1.47428e-06,-67.2784755
1.47432e-06,-67.3893025
