Wavelength [m],Power [dBm]
1.47e-06,-65.8645885
1.47004e-06,-65.1097399
1.47008e-06,-65.6680966
1.47012e-06,-66.2430382
1.47016e-06,-65.6302584
1.4702e-06,-66.2742415
1.47024e-06,-65.5665484
1.47028e-06,-65.5851316
1.47032e-06,-65.5060909
1.47036e-06,-65.7900302
1.4704e-06,-65.5738744
1.47044e-06,-65.7868376
1.47048e-06,-65.6024583
1.47052e-06,-65.6178673
1.47056e-06,-65.5196311
1.4706e-06,-66.0520727
1.47064e-06,-65.9275728
1.47068e-06,-65.8122889
1.47072e-06,-65.7872511
1.47076e-06,-65.8012727
1.4708e-06,-65.8663882
1.47084e-06,-65.4675538
1.47088e-06,-66.2723292
1.47092e-06,-65.5736271
1.47096e-06,-65.894067
1.471e-06,-65.9206525
1.47104e-06,-65.9357534
1.47108e-06,-66.235404
1.47112e-06,-65.8540133
1.47116e-06,-66.3188341
1.4712e-06,-65.9622615
1.47124e-06,-66.1635401
1.47128e-06,-65.8067042
1.47132e-06,-66.3045646
1.47136e-06,-66.1717968
1.4714e-06,-65.7345949
1.47144e-06,-65.9576602
1.47148e-06,-66.3540081
1.47152e-06,-65.9917519
1.47156e-06,-66.1524733
1.4716e-06,-66.1369769
1.47164e-06,-65.9396347
1.47168e-06,-65.6762931
1.47172e-06,-65.8212725
1.47176e-06,-65.4091778
1.4718e-06,-65.9194299
1.47184e-06,-65.303888
1.47188e-06,-65.5122768
1.47192e-06,-65.541492
1.47196e-06,-65.5951166
1.472e-06,-65.6997171
1.47204e-06,-65.936413
1.47208e-06,-65.7864327
1.47212e-06,-65.4639876
1.47216e-06,-66.1476695
1.4722e-06,-65.6626725
1.47224e-06,-65.9954918
1.47228e-06,-66.0282495
1.47232e-06,-65.9706592
1.47236e-06,-65.5011682
1.4724e-06,-65.9324631
1.47244e-06,-65.7679398
1.47248e-06,-65.9955815
1.47252e-06,-65.8511719
1.47256e-06,-66.1158173
1.4726e-06,-66.1799932
1.47264e-06,-66.1556326
1.47268e-06,-66.1734943
1.47272e-06,-66.0809196
1.47276e-06,-66.0007399
1.4728e-06,-65.9074636
1.47284e-06,-66.2170046
1.47288e-06,-66.342487
1.47292e-06,-66.3392472
1.47296e-06,-66.0088972
1.473e-06,-66.3017805
1.47304e-06,-65.8470521
1.47308e-06,-66.3689595
1.47312e-06,-66.0184254
1.47316e-06,-66.0434496
1.4732e-06,-66.1599848
1.47324e-06,-65.8837126
1.47328e-06,-66.2400443
1.47332e-06,-66.212562
1.47336e-06,-66.0934023
1.4734e-06,-66.0665687
1.47344e-06,-66.3369308
1.47348e-06,-66.1744849
1.47352e-06,-66.1166628
1.47356e-06,-66.4871211
1.4736e-06,-66.0493735
1.47364e-06,-66.0740264
1.47368e-06,-66.1415446
1.47372e-06,-66.2680631
1.47376e-06,-66.03823
1.4738e-06,-66.4165725
1.47384e-06,-66.2348583
1.47388e-06,-66.6331166
1.47392e-06,-66.0161652
1.47396e-06,-66.2996548
1.474e-06,-66.3821969
1.47404e-06,-66.0997433
1.47408e-06,-65.943999
1.47412e-06,-66.1931974
1.47416e-06,-66.0124643
1.4742e-06,-65.9356471
1.47424e-06,-66.0009471
1.47428e-06,-66.4711925
1.47432e-06,-66.2500675
1.47436e-06,-66.0551037
1.4744e-06,-66.3728765
1.47444e-06,-66.232113
1.47448e-06,-66.2858215
1.47452e-06,-66.4830029
1.47456e-06,-66.385579
1.4746e-06,-67.2455472
1.47464e-06,-66.6481925
1.47468e-06,-66.6912193
1.47472e-06,-66.6288899
1.47476e-06,-66.4226237
1.4748e-06,-66.3629991
1.47484e-06,-66.1241436
1.47488e-06,-66.432654
1.47492e-06,-66.0464294
1.47496e-06,-66.6529843
1.475e-06,-65.8801267
1.47504e-06,-66.4535058
1.47508e-06,-66.4840113
1.47512e-06,-66.6567761
1.47516e-06,-66.3054882
1.4752e-06,-66.4954356
1.47524e-06,-66.379427
1.47528e-06,-66.4616613
1.47532e-06,-66.6654493
1.47536e-06,-66.4200661
1.4754e-06,-66.7934423
1.47544e-06,-66.4153011
1.47548e-06,-66.6921127
1.47552e-06,-66.3139187
1.47556e-06,-66.6278051
1.4756e-06,-66.3605096
1.47564e-06,-66.3945742
1.47568e-06,-66.3583851
1.47572e-06,-66.6354116
1.47576e-06,-66.5367175
1.4758e-06,-66.7766605
1.47584e-06,-66.4733106
1.47588e-06,-66.3142579
1.47592e-06,-66.4222547
1.47596e-06,-66.373351
1.476e-06,-66.2562147
1.47604e-06,-66.0250977
1.47608e-06,-66.5436807
1.47612e-06,-66.2616355
1.47616e-06,-66.2802207
1.4762e-06,-66.5065317
1.47624e-06,-66.6173222
1.47628e-06,-66.2673273
1.47632e-06,-66.7180674
1.47636e-06,-66.657811
1.4764e-06,-66.4166603
1.47644e-06,-66.4120868
1.47648e-06,-66.4274506
1.47652e-06,-66.2277172
1.47656e-06,-66.8441499
1.4766e-06,-66.1255914
1.47664e-06,-66.7463719
1.47668e-06,-66.1988272
1.47672e-06,-66.7458392
1.47676e-06,-66.2620047
1.4768e-06,-66.2350915
1.47684e-06,-66.2800381
1.47688e-06,-66.1511467
1.47692e-06,-66.3724124
1.47696e-06,-66.676094
1.477e-06,-66.8866196
1.47704e-06,-66.7524651
1.47708e-06,-66.3789205
1.47712e-06,-66.518071
1.47716e-06,-66.7257105
1.4772e-06,-66.6005417
1.47724e-06,-66.1836783
1.47728e-06,-66.1943234
1.47732e-06,-66.4451956
1.47736e-06,-66.305606
1.4774e-06,-66.330206
1.47744e-06,-66.8295552
1.47748e-06,-66.7698223
1.47752e-06,-66.3224807
1.47756e-06,-66.6827559
1.4776e-06,-66.6262059
1.47764e-06,-66.7864059
1.47768e-06,-66.5821886
1.47772e-06,-66.3391707
1.47776e-06,-66.5944954
1.4778e-06,-66.7317036
1.47784e-06,-67.0720627
1.47788e-06,-66.8044195
1.47792e-06,-66.2284852
1.47796e-06,-66.542821
1.478e-06,-66.7624258
1.47804e-06,-66.708223
1.47808e-06,-66.5722085
1.47812e-06,-66.5652372
1.47816e-06,-66.4276718
1.4782e-06,-66.7127426
1.47824e-06,-66.4895989
1.47828e-06,-66.4977567
1.47832e-06,-67.3743086
1.47836e-06,-66.7090165
1.4784e-06,-66.7495231
1.47844e-06,-66.7068239
1.47848e-06,-67.3268798
1.47852e-06,-67.2043801
1.47856e-06,-66.6357928
1.4786e-06,-66.7463721
1.47864e-06,-67.009674
1.47868e-06,-67.0275021
1.47872e-06,-66.8829467
1.47876e-06,-66.9388392
1.4788e-06,-66.9040637
1.47884e-06,-66.825884
1.47888e-06,-66.8643047
1.47892e-06,-66.8759544
1.47896e-06,-67.0160031
1.479e-06,-66.798879
1.47904e-06,-66.9462973
1.47908e-06,-67.1782801
1.47912e-06,-66.7351772
1.47916e-06,-66.7830838
1.4792e-06,-66.713701
1.47924e-06,-66.9580778
1.47928e-06,-67.2063173
1.47932e-06,-66.6845051
1.47936e-06,-66.8451022
1.4794e-06,-66.3722089
1.47944e-06,-66.6576969
1.47948e-06,-66.5205339
1.47952e-06,-66.8497496
1.47956e-06,-66.9787535
1.4796e-06,-67.2820314
1.47964e-06,-66.6848657
1.47968e-06,-66.9221846
1.47972e-06,-67.0154123
1.47976e-06,-66.9096996
1.4798e-06,-67.5943897
1.47984e-06,-66.9046974
1.47988e-06,-67.0619219
1.47992e-06,-67.1403255
1.47996e-06,-66.9226537
1.48e-06,-67.1775474
1.48004e-06,-66.74132
1.48008e-06,-67.0560313
1.48012e-06,-66.9312616
1.48016e-06,-66.9947302
1.4802e-06,-66.8856286
1.48024e-06,-66.5181868
1.48028e-06,-66.6263947
1.48032e-06,-67.306466
1.48036e-06,-67.178674
1.4804e-06,-66.7165164
1.48044e-06,-67.7451331
1.48048e-06,-66.6958535
1.48052e-06,-66.6868991
1.48056e-06,-67.3058642
1.4806e-06,-66.988456
1.48064e-06,-67.4926457
1.48068e-06,-67.343594
1.48072e-06,-67.3260539
1.48076e-06,-67.3814755
1.4808e-06,-66.7898128
1.48084e-06,-66.9587402
1.48088e-06,-67.1658577
1.48092e-06,-67.0664881
1.48096e-06,-67.22335
1.481e-06,-67.6254512
1.48104e-06,-66.9578125
1.48108e-06,-67.3471486
1.48112e-06,-66.9118012
1.48116e-06,-67.3997271
1.4812e-06,-66.7078949
1.48124e-06,-67.5454885
1.48128e-06,-66.9212864
1.48132e-06,-66.7292232
1.48136e-06,-66.9227206
1.4814e-06,-66.9770071
1.48144e-06,-67.0773795
1.48148e-06,-66.5420165
1.48152e-06,-66.7439897
1.48156e-06,-67.0588993
1.4816e-06,-68.102542
1.48164e-06,-66.7348971
1.48168e-06,-67.0605133
1.48172e-06,-67.301497
1.48176e-06,-67.6981376
1.4818e-06,-67.451378
1.48184e-06,-67.267061
1.48188e-06,-67.3050723
1.48192e-06,-67.6347092
1.48196e-06,-67.1866424
1.482e-06,-67.3906395
1.48204e-06,-67.1380533
1.48208e-06,-67.6437411
1.48212e-06,-66.8478134
1.48216e-06,-67.1387633
1.4822e-06,-67.3054762
1.48224e-06,-67.0218447
1.48228e-06,-66.9621476
1.48232e-06,-67.3509476
1.48236e-06,-67.3519476
1.4824e-06,-67.0840403
1.48244e-06,-67.3119645
1.48248e-06,-67.2027323
1.48252e-06,-66.7278175
1.48256e-06,-67.3412428
1.4826e-06,-67.2170727
1.48264e-06,-67.1215966
1.48268e-06,-67.7550375
1.48272e-06,-67.209599
1.48276e-06,-67.3543111
1.4828e-06,-67.3804877
1.48284e-06,-67.302002
1.48288e-06,-66.9400417
1.48292e-06,-67.3546425
1.48296e-06,-67.5722303
1.483e-06,-67.5286388
1.48304e-06,-67.4628932
1.48308e-06,-67.8576873
1.48312e-06,-67.8625874
1.48316e-06,-67.2156117
1.4832e-06,-67.1576592
1.48324e-06,-67.310811
1.48328e-06,-67.1137787
1.48332e-06,-67.5040134
