Wavelength [m],Power [dBm]
1.47e-06,-61.0733183
1.47004e-06,-61.0110076
1.47008e-06,-61.0409591
1.47012e-06,-61.1661389
1.47016e-06,-61.0714502
1.4702e-06,-61.0375466
1.47024e-06,-61.1079288
1.47028e-06,-61.1863898
1.47032e-06,-60.7756634
1.47036e-06,-60.7339289
1.4704e-06,-60.9376854
1.47044e-06,-61.1500784
1.47048e-06,-60.9769497
1.47052e-06,-60.9097556
1.47056e-06,-60.8572402
1.4706e-06,-61.2032506
1.47064e-06,-61.3382367
1.47068e-06,-61.1357824
1.47072e-06,-61.1735881
1.47076e-06,-61.1885037
1.4708e-06,-61.2321367
1.47084e-06,-61.2623133
1.47088e-06,-61.3191401
1.47092e-06,-61.0210586
1.47096e-06,-61.1050316
1.471e-06,-60.9859214
1.47104e-06,-61.1701733
1.47108e-06,-61.260668
1.47112e-06,-61.3406096
1.47116e-06,-61.2129102
1.4712e-06,-61.0951774
1.47124e-06,-61.2782659
1.47128e-06,-61.227318
1.47132e-06,-61.0171195
1.47136e-06,-61.2192588
1.4714e-06,-61.1091694
1.47144e-06,-61.460949
1.47148e-06,-61.4293149
1.47152e-06,-61.418478
1.47156e-06,-61.3652069
1.4716e-06,-61.4941447
1.47164e-06,-62.0669855
1.47168e-06,-61.9722494
1.47172e-06,-61.5830155
1.47176e-06,-61.3235617
1.4718e-06,-61.7263598
1.47184e-06,-61.5565009
1.47188e-06,-61.3192593
1.47192e-06,-61.2729003
1.47196e-06,-61.4772171
1.472e-06,-61.2485047
1.47204e-06,-61.0146487
1.47208e-06,-61.0302844
1.47212e-06,-61.3408641
1.47216e-06,-61.6666687
1.4722e-06,-61.5928058
1.47224e-06,-61.1916711
1.47228e-06,-61.1706433
1.47232e-06,-61.8409526
1.47236e-06,-61.9286654
1.4724e-06,-61.6344135
1.47244e-06,-61.4608106
1.47248e-06,-61.6177644
1.47252e-06,-61.9145528
1.47256e-06,-61.6959958
1.4726e-06,-61.5252147
1.47264e-06,-61.9880966
1.47268e-06,-61.7558129
1.47272e-06,-61.5243726
1.47276e-06,-61.8078062
1.4728e-06,-62.0376287
1.47284e-06,-61.7737409
1.47288e-06,-61.9593268
