Wavelength [m],Power [dBm]
1.47e-06,-68.2735681
1.47004e-06,-68.2269616
1.47008e-06,-68.4674786
1.47012e-06,-68.8381532
1.47016e-06,-68.6532544
1.4702e-06,-69.4839337
1.47024e-06,-68.4682953
1.47028e-06,-68.4306953
1.47032e-06,-68.7669463
1.47036e-06,-68.1884116
1.4704e-06,-68.1576071
1.47044e-06,-68.5549378
1.47048e-06,-68.6560777
1.47052e-06,-69.1109951
1.47056e-06,-68.2106481
1.4706e-06,-69.0142541
1.47064e-06,-68.0017018
1.47068e-06,-68.4138644
1.47072e-06,-68.9293358
1.47076e-06,-67.9010181
1.4708e-06,-68.1438574
1.47084e-06,-68.482762
1.47088e-06,-68.6514767
1.47092e-06,-68.3367358
1.47096e-06,-68.0626288
1.471e-06,-68.6650366
1.47104e-06,-68.648934
1.47108e-06,-69.4088522
1.47112e-06,-68.7611413
1.47116e-06,-68.6060951
1.4712e-06,-68.7435036
1.47124e-06,-68.5229867
1.47128e-06,-68.4076974
1.47132e-06,-68.3009714
1.47136e-06,-68.4662267
1.4714e-06,-68.3472733
1.47144e-06,-68.2754419
1.47148e-06,-69.0113864
1.47152e-06,-68.1971911
1.47156e-06,-68.7393298
1.4716e-06,-68.5314736
1.47164e-06,-68.6575544
1.47168e-06,-68.1970634
1.47172e-06,-68.082145
1.47176e-06,-68.2680923
1.4718e-06,-68.2605995
1.47184e-06,-68.1927162
1.47188e-06,-68.1679426
1.47192e-06,-68.1772375
1.47196e-06,-68.3819317
1.472e-06,-67.9328004
1.47204e-06,-68.4281341
1.47208e-06,-68.3772135
1.47212e-06,-68.0606039
1.47216e-06,-68.590731
1.4722e-06,-67.8581536
1.47224e-06,-69.0001453
1.47228e-06,-68.6415506
1.47232e-06,-69.3530504
1.47236e-06,-68.1564407
1.4724e-06,-68.1042771
1.47244e-06,-68.4468887
1.47248e-06,-68.5147246
1.47252e-06,-68.7705051
1.47256e-06,-68.9041555
1.4726e-06,-68.3358374
1.47264e-06,-68.7046858
1.47268e-06,-68.3200946
1.47272e-06,-68.461169
1.47276e-06,-68.6457912
1.4728e-06,-68.60377
1.47284e-06,-68.85081
1.47288e-06,-68.1189283
1.47292e-06,-68.1990621
1.47296e-06,-68.3119911
1.473e-06,-68.4948188
1.47304e-06,-68.1677634
1.47308e-06,-68.5096479
1.47312e-06,-67.9453808
1.47316e-06,-68.3173454
1.4732e-06,-68.3608154
1.47324e-06,-68.461689
1.47328e-06,-68.3317365
1.47332e-06,-68.6226864
1.47336e-06,-68.350575
1.4734e-06,-68.3481449
1.47344e-06,-68.7755427
1.47348e-06,-68.0650364
1.47352e-06,-68.4612122
1.47356e-06,-68.2678681
1.4736e-06,-68.3871924
1.47364e-06,-68.0316533
1.47368e-06,-68.7196006
1.47372e-06,-68.6238187
1.47376e-06,-68.2838984
1.4738e-06,-68.9126082
1.47384e-06,-68.2049863
1.47388e-06,-68.9647257
1.47392e-06,-68.7838119
1.47396e-06,-68.462657
1.474e-06,-68.7100337
1.47404e-06,-68.3640061
1.47408e-06,-68.8290656
1.47412e-06,-68.3974868
1.47416e-06,-68.3471995
1.4742e-06,-68.8822574
1.47424e-06,-67.6668236
1.47428e-06,-68.109398
1.47432e-06,-68.3205719
1.47436e-06,-68.9225464
1.4744e-06,-67.8705968
1.47444e-06,-69.5867605
1.47448e-06,-68.4596346
1.47452e-06,-69.0626044
1.47456e-06,-67.7729283
1.4746e-06,-68.9121651
1.47464e-06,-69.1069679
1.47468e-06,-68.3693161
1.47472e-06,-68.803569
1.47476e-06,-68.7077968
1.4748e-06,-67.8497997
1.47484e-06,-69.3173683
1.47488e-06,-67.950123
1.47492e-06,-68.3456038
1.47496e-06,-68.2049732
1.475e-06,-69.159116
1.47504e-06,-68.4063522
1.47508e-06,-68.4902569
1.47512e-06,-68.2895907
1.47516e-06,-69.0842633
1.4752e-06,-68.092296
1.47524e-06,-68.32987
1.47528e-06,-68.5094891
1.47532e-06,-68.3145348
1.47536e-06,-68.4958375
1.4754e-06,-68.7423693
1.47544e-06,-68.2571875
1.47548e-06,-68.6755876
1.47552e-06,-68.6801731
1.47556e-06,-67.7750601
1.4756e-06,-68.3059342
1.47564e-06,-69.201501
1.47568e-06,-67.9459652
1.47572e-06,-68.2583
1.47576e-06,-68.4353779
1.4758e-06,-68.2760228
1.47584e-06,-68.7196481
1.47588e-06,-68.1043235
1.47592e-06,-68.8818982
1.47596e-06,-68.0812377
1.476e-06,-68.6648481
1.47604e-06,-68.0985178
1.47608e-06,-68.4040062
1.47612e-06,-68.1568585
1.47616e-06,-68.3331643
1.4762e-06,-68.1871792
1.47624e-06,-68.4680716
1.47628e-06,-68.0963838
1.47632e-06,-68.125932
1.47636e-06,-67.7046707
1.4764e-06,-68.6144458
1.47644e-06,-67.7427907
1.47648e-06,-68.1795821
1.47652e-06,-68.2230978
1.47656e-06,-68.3228877
1.4766e-06,-67.9541684
1.47664e-06,-68.0099008
1.47668e-06,-67.9433586
1.47672e-06,-68.5142236
1.47676e-06,-68.0914758
1.4768e-06,-68.298608
1.47684e-06,-68.3655961
1.47688e-06,-67.8817566
1.47692e-06,-69.1287253
1.47696e-06,-68.5436592
1.477e-06,-68.4133043
1.47704e-06,-68.4160967
1.47708e-06,-68.6490134
1.47712e-06,-68.932726
1.47716e-06,-67.8284168
1.4772e-06,-68.2148747
1.47724e-06,-68.0341778
1.47728e-06,-68.0337124
1.47732e-06,-68.1613796
1.47736e-06,-68.0665632
1.4774e-06,-68.5431826
1.47744e-06,-68.1584652
1.47748e-06,-68.6907513
1.47752e-06,-68.2466999
1.47756e-06,-68.3630947
1.4776e-06,-68.0747755
1.47764e-06,-69.0529648
1.47768e-06,-68.2562688
1.47772e-06,-68.2771292
1.47776e-06,-68.1787843
1.4778e-06,-68.5551651
1.47784e-06,-69.0626818
1.47788e-06,-68.7890756
1.47792e-06,-68.4367361
1.47796e-06,-68.6661245
1.478e-06,-68.406983
1.47804e-06,-68.3756599
1.47808e-06,-69.0344737
1.47812e-06,-68.5702059
1.47816e-06,-68.6702618
1.4782e-06,-67.8649642
1.47824e-06,-68.8870489
1.47828e-06,-68.2260145
1.47832e-06,-68.9627173
1.47836e-06,-68.7617612
1.4784e-06,-69.5215071
1.47844e-06,-68.4849532
1.47848e-06,-68.6600822
1.47852e-06,-68.4764524
1.47856e-06,-68.4105718
1.4786e-06,-68.3615827
1.47864e-06,-68.5012035
1.47868e-06,-68.6353324
1.47872e-06,-68.6473901
1.47876e-06,-68.0887655
1.4788e-06,-68.473958
1.47884e-06,-68.6170453
1.47888e-06,-68.0348139
1.47892e-06,-68.4035534
1.47896e-06,-68.35207
1.479e-06,-68.9268965
1.47904e-06,-68.7059096
1.47908e-06,-68.2131768
1.47912e-06,-68.9970478
1.47916e-06,-68.173883
1.4792e-06,-68.6480302
1.47924e-06,-68.6698886
1.47928e-06,-68.0958709
1.47932e-06,-68.4325137
1.47936e-06,-68.3426575
1.4794e-06,-68.3310086
1.47944e-06,-68.628816
1.47948e-06,-68.799672
1.47952e-06,-68.2684067
1.47956e-06,-68.5847059
1.4796e-06,-69.1556004
1.47964e-06,-68.391332
1.47968e-06,-68.7442997
1.47972e-06,-68.8559291
1.47976e-06,-69.2076471
1.4798e-06,-69.2228471
1.47984e-06,-68.775749
1.47988e-06,-69.0724711
1.47992e-06,-68.9371882
1.47996e-06,-68.827392
1.48e-06,-68.6530308
1.48004e-06,-68.7785088
1.48008e-06,-68.4852281
1.48012e-06,-68.5329713
1.48016e-06,-69.0461459
1.4802e-06,-68.5407185
1.48024e-06,-68.0747223
1.48028e-06,-68.1108304
1.48032e-06,-68.0374197
1.48036e-06,-68.8598261
1.4804e-06,-68.6682507
1.48044e-06,-68.4097467
1.48048e-06,-68.1940304
1.48052e-06,-68.0500638
1.48056e-06,-68.4016692
1.4806e-06,-69.2434126
1.48064e-06,-69.0111816
1.48068e-06,-69.0414365
1.48072e-06,-68.6679407
1.48076e-06,-68.6043866
1.4808e-06,-68.5906801
1.48084e-06,-68.9569505
1.48088e-06,-68.656694
1.48092e-06,-68.1960528
1.48096e-06,-68.5746569
1.481e-06,-68.9598826
1.48104e-06,-68.3428869
1.48108e-06,-68.7871612
1.48112e-06,-68.7280929
1.48116e-06,-68.3249644
1.4812e-06,-68.5414969
1.48124e-06,-68.403963
1.48128e-06,-68.9120138
1.48132e-06,-68.8571063
1.48136e-06,-68.814506
1.4814e-06,-69.0329798
1.48144e-06,-68.2666138
