"Time (ps)"	"Count rate (counts/s), channel 1"	"Count rate (counts/s), channel 2"	"Frequency (Hz), channel 1"	"Frequency (Hz), channel 2"
295320000000000	90450	84350	90574.074106982138	84458.129147476779
295340000000000	90800	84250	90828.241331989542	84154.679444618436
295360000000000	90450	84350	90611.920311935464	84513.202194613288
295380000000000	90700	84550	90495.99240606447	84471.7412212817
295400000000000	90800	83850	90915.084679156353	84186.713565165643
295420000000000	91300	84300	90984.098126289973	84144.440795376911
295440000000000	90650	84250	91069.513444870696	84166.39339086882
295460000000000	90900	84250	90703.496332894458	84320.957390200405
295480000000000	90950	84150	90798.35597576898	84294.385671718963
295500000000000	90550	83900	90781.800537128001	83862.850921564488
295520000000000	90900	84350	90725.144919688755	84224.859842482925
295540000000000	90800	84200	90794.086086565716	84048.444880284544
295560000000000	91150	84350	90885.528177048414	84302.230379527973
295580000000000	90900	83850	91134.91458400074	84084.094661188035
295600000000000	91000	83750	90954.496281554253	83909.040033275349
295620000000000	90900	84650	90940.036432699009	84041.324309536227
295640000000000	90500	84200	90717.20614049572	84570.955078536717
295660000000000	90850	84250	90719.128952310944	84206.999642988449
295680000000000	90900	84550	90879.329350826549	84428.414152731828
295700000000000	90750	83950	90764.410555183204	84250.124295311121
295720000000000	90950	84050	90924.554469811497	84050.373574373516
295740000000000	90750	84400	90866.721315895542	84322.876722595349
295760000000000	90700	84700	90648.520407165983	84510.444706081238
295780000000000	91000	84450	90888.925063439456	84590.281728867471
295800000000000	90750	84700	90853.144874633726	84560.215859807329
295820000000000	90750	84100	90672.997855648107	84205.676730043109
295840000000000	90850	84600	90837.994078785705	84359.452731542449
295860000000000	91050	83900	90927.153275114528	84338.244884550368
295880000000000	91000	84000	91132.407919949896	83747.557724553422
295900000000000	90750	83900	90874.036529235047	84128.180565250324
295920000000000	90950	84300	90783.73691284658	84063.638018832527
295940000000000	90700	83500	90887.111473813929	84054.082540890959
295960000000000	90900	83700	90901.315276713256	83506.633155045318
295980000000000	90850	84200	90815.522728715383	83964.407577446313
296000000000000	90650	84250	90779.185404532196	84212.966641361345
296020000000000	91100	84250	90772.325460935695	84328.410970289246
296040000000000	90750	84600	90887.89197314241	84247.725392212174
296060000000000	90950	84150	90838.632896924144	84385.626545894775
296080000000000	90850	84250	90910.041409617581	84122.5860543811
296100000000000	90650	84000	90752.309854512903	84199.341612815129
296120000000000	90800	84050	90753.023183345911	84052.857469092341
296140000000000	90700	84450	90710.348637697636	84343.85962591476
296160000000000	90600	84000	90650.078941356638	84184.169613867067
296180000000000	90950	84050	90865.174638932804	84049.246952153422
296200000000000	90750	83950	90835.818129092935	84045.014491952024
296220000000000	90950	84150	90825.934917998398	84104.56897833421
296240000000000	90850	84250	90882.989764486541	84205.684680184335
296260000000000	90700	84600	90855.883815661073	84395.195165718251
296280000000000	90800	84350	90798.306024998732	84547.976317204331
296300000000000	91000	84700	90713.731339029793	84393.469259888705
296320000000000	90900	84050	91033.046023583564	84317.486038444389
296340000000000	90800	84550	90820.494221110304	84276.831000723789
296360000000000	90650	83850	90665.960201782858	84153.306624666249
296380000000000	90500	84150	90570.617996598899	84071.390142368415
296400000000000	90900	84500	90763.607885982361	84287.320271940946
296420000000000	90850	84600	90870.789256710428	84770.115920803204
296440000000000	90750	84350	90822.138648255685	84261.461886630088
296460000000000	90700	84750	90724.603655948493	84562.536156791728
296480000000000	90850	84050	90819.995240411314	84570.754546234253
296500000000000	90800	84400	90849.178932031093	84058.200618273957
296520000000000	91150	84250	90913.866356951592	84399.370698949278
296540000000000	90750	84600	90943.284259526772	84410.881455946233
296560000000000	90750	84600	90715.721322263766	84539.418705661155
296580000000000	90750	84050	90715.00672208803	84349.078968348898
296600000000000	90850	83950	90752.539114872445	84066.578481690129
296620000000000	90800	84300	90888.445098913377	84118.193478103713
296640000000000	91050	84250	90895.954509627962	84216.313876880973
296660000000000	90750	84450	90918.840374351406	84203.75530227022
296680000000000	91050	84000	90955.702746116294	84370.496607562469
296700000000000	91050	84150	90971.293210620075	84009.561545158052
296720000000000	90750	84150	90944.778433441883	84342.623447690479
296740000000000	90700	84950	90822.610387954817	84543.668969127553
296760000000000	90550	84250	90624.307181577984	84584.818091750494
296780000000000	91150	84000	90894.500463734104	84019.334929510718
296800000000000	90750	84300	90876.306756609352	84179.506222523196
296820000000000	90750	84450	90711.600932377158	84313.546996797944
296840000000000	90950	84300	90869.155025982735	84489.476870253435
296860000000000	90400	84850	90617.687779057276	84474.769914459452
296880000000000	90800	83900	90583.358045258137	84383.491025089752
296900000000000	90750	84100	90788.421352710153	83886.870525231265
296920000000000	90800	84200	90748.474666401075	84217.590109128287
296940000000000	90950	83900	90959.536258444263	84063.031035763197
296960000000000	90650	84200	90751.856193886706	84138.137516026545
296980000000000	90600	83550	90693.953665821682	83970.590892475942
297000000000000	90750	83950	90678.816072748203	83672.769747126586
297020000000000	90600	83800	90622.038054908102	83741.590965283598
297040000000000	91000	84850	90867.660311582789	84449.975019038713
297060000000000	90550	84750	90765.320175863468	84859.831245575697
297080000000000	90950	83400	90653.672801246023	84030.124578810151
297100000000000	91000	84300	91063.149634994319	83677.467554056377
297120000000000	91050	84250	90948.097401571722	84300.506122836465
297140000000000	90750	84300	90903.570193710897	84324.047737470333
297160000000000	90650	84400	90719.412338020396	84409.012799578108
297180000000000	91050	84300	90834.729377822383	84340.311967095869
297200000000000	90900	84550	91049.059458916003	84477.576069037474
297220000000000	91000	84400	90964.538601893932	84412.428810134734
297240000000000	90850	84300	90908.196902483862	84443.396799536844
297260000000000	90750	84300	90850.563613974387	84183.013668230953
297280000000000	90550	83850	90603.386973716828	84022.865580281723
297300000000000	91000	83850	90782.11691869529	84064.277237158472
297320000000000	90900	84250	90878.493834052075	83984.894577666069
297340000000000	91100	84400	90972.926927336433	84295.63836136843
297360000000000	90650	84050	90911.940630442172	84083.504103433821
297380000000000	90650	84450	90695.841352711301	84296.518995302555
297400000000000	90800	84600	90672.537869834647	84563.911114679708
297420000000000	91200	84750	91023.19778701599	84441.831848309317
297440000000000	90950	84300	91055.644503272561	84656.144369982285
297460000000000	90850	84250	90834.840317913928	84351.317585399374
297480000000000	90500	84500	90731.366343964808	84385.182577334926
297500000000000	91000	84600	90809.200142389076	84527.746253942081
297520000000000	90600	83950	90824.281093359779	84374.410510571412
297540000000000	90750	84100	90573.889939400586	84118.914711541292
297560000000000	90900	84150	90917.66192271719	84153.191748324505
297580000000000	90550	84550	90683.957524984638	84180.117590536116
297600000000000	90600	84850	90588.991105012014	84818.571851484638
297620000000000	90700	84100	90652.159594638273	84379.071375896528
297640000000000	90800	83850	90696.924077710515	83983.896460694421
297660000000000	90800	84150	90843.385117930491	83922.333504436057
297680000000000	90850	84500	90794.693003323817	84255.004692637362
297700000000000	90800	83900	90790.399879171178	84261.021451405948
297720000000000	90600	84200	90717.461871751715	84082.019027369868
297740000000000	90850	83750	90743.405109061001	83887.401078574185
297760000000000	90750	84200	90846.934395721008	84076.041161447472
297780000000000	90650	84600	90664.2397025354	84365.346088191043
297800000000000	90800	83950	90731.00153020618	84424.887391910146
297820000000000	90650	84050	90796.543167362979	83850.379533114145
297840000000000	90900	84250	90778.617909566674	84163.781402886234
297860000000000	90650	84050	90746.599212941641	84206.470836912355
297880000000000	90750	84800	90716.364769513209	84344.07871808343
297900000000000	91000	84400	90807.58326187596	84603.066413066685
297920000000000	91100	84400	91028.657519913555	84496.893686483891
297940000000000	90650	84150	90736.348938795491	84267.257024884573
297960000000000	90650	84400	90771.167382316853	84177.298598554728
297980000000000	90800	83850	90694.517316786063	84189.393132319339
298000000000000	90750	84050	90853.275190641201	83949.05493639785
298020000000000	90850	84150	90770.824145027247	84115.889571100153
298040000000000	90800	84600	90936.371886337947	84415.670477891093
298060000000000	90700	83750	90572.518833591559	84296.206020937578
298080000000000	90700	83600	90836.26139565534	83675.149453310514
298100000000000	90950	84000	90773.688151477909	83689.414112340062
298120000000000	91000	84000	91085.022838216988	84056.737032074583
298140000000000	90700	84050	90823.39495307894	83933.903541893
298160000000000	90750	84400	90744.193487614379	84193.476265949881
298180000000000	90750	83900	90715.563212238849	84187.33849402472
298200000000000	90900	84000	90807.604465899552	83660.075453082929
298220000000000	90700	84250	90674.507265364475	84244.23348463868
298240000000000	90850	84150	90774.145245219217	84220.421618261273
298260000000000	90950	84350	90980.058216946461	84228.410600382209
298280000000000	90950	84000	90913.090774292563	84219.721181096073
298300000000000	90800	84450	90887.475862357795	84282.325684577037
298320000000000	90800	83800	90885.049739458962	84065.440848010447
298340000000000	90500	84050	90595.320632285744	83950.999480477534
298360000000000	90850	84200	90743.637923566057	84210.09486049031
298380000000000	90800	84450	90783.554440747423	84481.856988387925
298400000000000	90850	84400	90812.847375836456	84163.130153056074
298420000000000	90400	84000	90630.081206187635	84384.0775272311
298440000000000	90800	84400	90626.906756922996	84118.821383700852
298460000000000	90700	84250	90676.593058410086	84248.798315526408
298480000000000	91000	84600	90790.990388148697	84373.53416107026
298500000000000	90750	84300	90957.319705938353	84500.540043327012
298520000000000	90900	83950	90917.781339852445	84133.373068806017
298540000000000	90850	83850	90692.219633592467	83912.191850767675
298560000000000	90500	84400	90749.604394664057	84209.29375329215
298580000000000	90900	84150	90682.300666994124	84395.908787909008
298600000000000	90950	84100	90924.070392760113	84032.101846008634
298620000000000	90600	84500	90730.804355610278	84373.428034358425
298640000000000	90800	83750	90782.610931782168	83892.821831527428
298660000000000	90800	83950	90755.901153741259	83906.645104777985
298680000000000	90650	84700	90801.107116395506	84388.63416072831
298700000000000	90900	84400	90761.383650802061	84601.404290334423
298720000000000	91000	84400	90921.656229466651	84403.677683232352
298740000000000	90750	83750	90747.280892135896	83853.085903003797
298760000000000	90800	84800	90917.492506490322	84310.469909122621
298780000000000	91000	84600	90785.732619742994	84729.994703767734
298800000000000	90850	83800	91062.451063444008	84278.113332390494
298820000000000	90950	83600	90832.55642710613	83607.027640777596
298840000000000	90600	84050	90855.915769766405	83872.485239872782
298860000000000	90650	84400	90582.802402977773	84344.34153763557
298880000000000	90950	83800	90871.035731719196	84059.682153974893
298900000000000	90900	84500	90812.296786461244	83995.758049351891
298920000000000	90850	84250	90889.230331489816	84567.596854364892
298940000000000	90350	83850	90675.704543097861	84015.31102817299
298960000000000	90600	84350	90441.664308579755	84056.386226404429
298980000000000	90700	84400	90600.874325501645	84429.123825177041
299000000000000	90800	84150	90722.69193034005	84144.059812977837
299020000000000	91100	84400	90925.605314176937	84261.609910381711
299040000000000	90950	84450	91107.977960084856	84396.086138873288
299060000000000	90650	83900	90767.762189159854	84272.915860453184
299080000000000	90900	84200	90788.099429397087	83884.352059678058
299100000000000	90900	84100	90786.127787498262	84329.940751863192
299120000000000	90800	84550	90981.77774640845	84325.739669851493
299140000000000	90800	84750	90790.393394982908	84733.305440513868
299160000000000	90700	84150	90842.425273372617	84472.946820894795
299180000000000	90900	83950	90791.420087552819	84034.628956165936
299200000000000	90850	83800	90896.946937069588	83822.84695430407
299220000000000	90350	84350	90485.756546464487	84091.988211776828
299240000000000	90550	83750	90528.472707027657	84122.830769316512
299260000000000	90700	84250	90596.247236958327	83728.603387994124
299280000000000	90950	84550	90694.723427312871	84573.795740634276
299300000000000	90600	84150	90809.033066175791	84197.639428935363
299320000000000	91050	84300	90847.204257804784	84175.915714552684
299340000000000	91100	83550	91080.535472610238	83898.395833516814
299360000000000	90800	84550	90922.246487364871	84157.644776266519
299380000000000	90650	83600	90802.054850810091	84037.622055392669
299400000000000	91000	83900	90816.28685334124	84007.601227987878
299420000000000	90900	84050	90919.745303412303	83978.295209070711
299440000000000	90900	84350	90968.252938958816	84196.968697618315
299460000000000	90800	84200	90858.426011276271	84273.33945091856
299480000000000	90800	84000	90757.134364521451	84009.59151347616
299500000000000	91000	84550	90851.438859613016	84078.239114104377
299520000000000	90950	83800	91041.241078650724	84283.353360933063
299540000000000	91000	84100	90915.676298312785	83903.184881269204
299560000000000	90800	84500	90904.657641472222	84244.378524568281
299580000000000	90700	83650	90652.316138198003	83996.607606126112
299600000000000	90700	84450	90777.51377770699	84105.798918453133
299620000000000	91150	83800	90941.824198340706	84147.591307502284
299640000000000	90550	84500	90864.202144565192	84237.270126122719
299660000000000	90800	83900	90746.630435933519	84088.9845938012
299680000000000	90600	84500	90691.907059761143	84405.912363660653
299700000000000	90650	84250	90572.809031134107	84365.235558458691
299720000000000	90550	84000	90673.940597284614	84142.039102734343
299740000000000	90650	84000	90505.026666270089	84088.489105697779
299760000000000	90800	84650	90730.328407478068	84209.238208451105
299780000000000	90750	84200	90773.297090105829	84261.086554880778
299800000000000	90450	84050	90577.441235348175	84299.213187997855
299820000000000	90750	84000	90578.366800686927	84014.009242101514
299840000000000	90650	83350	90766.989829123064	83539.518999341599
299860000000000	90800	84400	90673.515069759887	83889.521101264283
299880000000000	90400	83750	90603.377795968903	84276.685122741794
299900000000000	90850	83700	90686.487342337743	83743.955286440556
299920000000000	90700	84100	90796.47998635046	83811.953501735596
299940000000000	90900	83750	90804.463319459144	84092.308602896897
299960000000000	90650	83900	90862.397629864936	83729.235198850147
299980000000000	90700	83750	90672.746722929849	83770.986914754452
300000000000000	90600	84150	90533.524806264293	83920.37184582233
300020000000000	90950	84600	90731.950733342004	84441.411111917871
300040000000000	90800	84600	90925.490444948591	84437.591794180349
300060000000000	90800	83600	90753.372039826718	84074.27842616351
300080000000000	90800	84300	90728.005049473315	83903.157599810205
300100000000000	90850	83850	90884.817584628225	83996.407566338137
300120000000000	90900	84400	90822.541793242257	84308.382321054145
300140000000000	90700	83700	90879.939862296131	84006.144389587862
300160000000000	90750	83650	90691.533276997754	83751.713343126248
300180000000000	90700	83550	90855.384984267614	83555.673764546562
300200000000000	90750	83600	90691.917767622072	83508.458828633884
300220000000000	90800	84150	90766.883137576966	84171.180708747197
300240000000000	90600	84000	90715.039241148741	83915.664803436885
300260000000000	90850	84450	90661.608571645673	84413.052033518601
300280000000000	90900	84050	90923.358606190799	83924.452783526664
300300000000000	90800	84250	90759.652369116011	84249.054382977352
300320000000000	90600	84400	90765.32949524562	84346.447540174864
300340000000000	90900	84500	90674.161698305135	84275.204392257117
300360000000000	90750	84500	90839.712031888135	84630.385864542142
300380000000000	90950	83950	90841.81915703186	84113.330273475163
300400000000000	91050	84450	90908.43079908099	84032.503127584001
300420000000000	90500	83550	91025.357895427733	84389.921631768753
300440000000000	91100	84700	90772.203657367936	84282.085289726601
300460000000000	90800	84000	90657.331392879467	83661.519982650629
300480000000000	90550	83350	90943.88350624888	84259.249200916776
300500000000000	91100	84300	90839.770407317585	84026.581203639449
300520000000000	90600	84000	90799.859191057883	83943.678367381028
300540000000000	90850	84300	90730.05170002587	84081.795563990745
300560000000000	90750	83900	90855.21633866294	84005.825788281276
300580000000000	90900	84200	90750.743266754158	84153.387011056198
300600000000000	90950	84450	90892.720687125955	84239.605099406792
300620000000000	90700	83850	90768.108660468424	83930.707090691838
300640000000000	90650	84050	90704.942871480074	84116.84751288539
300660000000000	90650	83750	90728.721181930217	83903.775429019559
300680000000000	90700	83900	90724.436369609262	83751.939312537041
300700000000000	90800	83850	90672.596175992629	84158.216746000719
300720000000000	90700	84400	90792.778746082447	84015.904156497563
300740000000000	90600	84050	90644.115742941649	84199.861004819759
300760000000000	90650	83800	90595.645907847982	84129.193356699368
300780000000000	91000	83700	90844.89875987469	83718.616415389362
300800000000000	91050	84250	91083.937529633346	84053.035447449831
300820000000000	90650	84600	90870.929902517993	84330.793899717304
300840000000000	90700	84150	90536.636022054634	84166.67316996507
300860000000000	90700	84400	90710.034591383912	84234.036992157591
300880000000000	90700	84350	90701.446378364053	84337.959761193953
300900000000000	90900	84250	90795.941365362654	84471.351340903886
300920000000000	90850	83750	90899.617437851659	84105.822238367604
300940000000000	90600	83900	90732.050865937897	83441.957319266206
300960000000000	90600	84100	90580.100303245301	84182.32638188386
300980000000000	90800	84100	90735.000706172679	84077.917240376468
301000000000000	90850	83900	90894.000412977955	84167.486281896752
301020000000000	90850	84150	90733.962672857917	84010.282031810159
301040000000000	90900	83850	90986.537965700176	84011.521626238085
301060000000000	90750	83800	90840.72526497145	83812.504225864759
301080000000000	90600	84450	90568.673832389555	84100.449172194276
301100000000000	90800	84050	90671.275867887685	84232.177041464951
301120000000000	90550	83900	90655.399494119731	83829.821289190324
301140000000000	91100	84600	90849.279642033609	84429.920420851413
301160000000000	90350	84050	90680.387967796589	84035.390777934896
301180000000000	90750	84350	90600.296110430907	84270.874570375381
301200000000000	90800	83850	90741.445939985832	84119.370205646832
301220000000000	90800	84150	90821.430391402697	84001.480472590862
301240000000000	90600	84200	90685.135899431742	84267.730118359061
301260000000000	90600	84050	90722.209039797075	84185.636495864484
301280000000000	90550	83600	90512.443350075511	83839.888456742628
301300000000000	90700	84450	90635.275082925771	83876.127128941996
301320000000000	90850	84550	90704.025977432597	84329.169421571918
301340000000000	90750	84050	90875.635233803681	84579.220652347271
301360000000000	90550	83950	90642.074783539807	83983.111767514943
301380000000000	90900	84350	90721.778851447409	84005.05607594426
301400000000000	91000	84350	90944.494984969759	84506.101827170598
301420000000000	90850	84400	90877.800135083031	84299.281700897423
301440000000000	90750	83750	90838.597010764774	83900.662950802813
301460000000000	90650	83900	90699.425679098902	84094.000644422253
301480000000000	90650	83950	90662.210717375609	83945.254540480935
301500000000000	90900	83850	90765.348128300146	83907.735788300502
301520000000000	90800	84000	90871.546592456856	83984.685374642184
301540000000000	90450	84400	90704.011180086061	84362.520325310674
301560000000000	90900	84550	90574.750776791945	84232.161827969452
301580000000000	90750	84350	90865.010081688088	84363.150950423718
301600000000000	91100	83650	90936.980487383524	84081.62416539526
301620000000000	90750	84300	90914.776278429388	83973.256007119402
301640000000000	90900	84250	90790.368128162139	84411.834824090154
301660000000000	90700	84350	90695.794143275925	84105.982325017074
301680000000000	90750	84350	90762.184877935797	84396.082323419265
301700000000000	90500	84100	90641.782023339867	83906.393301013013
301720000000000	90600	84400	90566.304061960851	84536.46166431866
301740000000000	90850	84500	90678.792791748565	84422.424575881203
301760000000000	90550	84800	90768.567902760304	84663.901564239393
301780000000000	91100	83900	90865.812634158356	84338.066434707041
301800000000000	90550	83900	90817.984218001933	83988.820591148367
301820000000000	90850	84350	90705.727922242528	84266.818250528304
301840000000000	90900	84200	90878.338587200662	84212.756821752148
301860000000000	90700	83950	90821.30284195501	83966.753957578083
301880000000000	90600	83900	90508.062873581424	83949.86913532461
301900000000000	90800	84200	90761.996549638847	84160.63471315417
301920000000000	90550	84000	90631.666081019008	84042.58583992254
301940000000000	90950	84100	90743.407177772169	83728.716435199342
301960000000000	90600	84550	90867.107803712322	84543.987141425707
301980000000000	90550	83550	90526.750627294954	83987.406758923797
302000000000000	90650	83800	90586.812420417773	83711.40853193689
302020000000000	90650	84500	90667.800241939214	84146.445455244801
302040000000000	90400	84050	90559.39588088599	84158.014258509807
302060000000000	90800	84050	90676.988272476417	84173.433287563268
302080000000000	90900	84250	90794.712269970012	84228.223939179923
302100000000000	90800	84500	90806.46898873747	84336.779279655049
302120000000000	91050	84400	90970.88991952184	84473.653553908924
302140000000000	90900	83850	90885.062968264625	83988.466591107295
302160000000000	90650	84050	90810.41010259866	83939.451851419071
302180000000000	90800	84450	90660.156540944823	84148.211570574582
302200000000000	90800	83850	90824.268518020399	84225.967089297526
302220000000000	90850	84350	90862.402464284314	84048.941785106072
302240000000000	90800	83950	90794.414221176557	84153.987372466829
302260000000000	91000	84500	90927.399802971806	84451.968792301996
302280000000000	90600	83400	90736.968559644461	83986.263426176069
302300000000000	90650	84050	90705.593652381533	83671.083546964102
302320000000000	90700	84200	90750.384744499956	84152.291244146239
302340000000000	90850	84500	90747.219577302458	84460.037202066815
302360000000000	90750	83950	90879.191634135888	84089.032960489334
302380000000000	90700	84250	90662.209821568584	84161.900674662495
302400000000000	91050	83900	90901.22497273123	84275.810523897308
302420000000000	90900	83550	90902.086642048424	83494.842110208934
302440000000000	91100	84500	90962.491931042066	84075.24113274696
302460000000000	90800	84600	90971.010781788355	84446.450857649397
302480000000000	90600	84750	90696.130678287722	84430.683260263409
302500000000000	90550	84150	90541.180905320725	84653.403631398774
302520000000000	90800	83950	90679.722629670316	84177.399104977536
302540000000000	90850	83700	90791.746684714279	83875.8702550015
302560000000000	90550	84200	90878.927637129455	83846.474417818928
302580000000000	90400	83400	90349.230950635203	83873.120330751131
302600000000000	90550	83850	90502.330759574019	83729.692976998092
302620000000000	90850	84100	90750.848325972576	83787.207863013406
302640000000000	91050	84150	90906.512362738096	84277.319299730807
302660000000000	90550	84600	90881.850135905523	84341.134595760799
302680000000000	90700	84200	90517.162854552356	84293.415778146256
302700000000000	90900	84450	90857.768572274217	84418.628848208376
302720000000000	90700	84050	90737.313795937851	84268.546198335403
302740000000000	90950	84400	90776.659683501799	84069.67648023543
302760000000000	90500	84500	90644.161590592455	84309.929238195415
302780000000000	90900	84000	90851.630656482434	84470.535544795915
302800000000000	91250	84450	91065.484251661968	84055.605239049692
302820000000000	90900	84150	91013.553084902116	84527.359781436389
302840000000000	90850	84300	90987.272760703519	84011.0974403937
302860000000000	90850	84200	90850.770660989976	84487.007782323286
302880000000000	90550	84000	90697.690032742757	83916.02834305141
302900000000000	90850	83800	90712.097799327239	83936.999072064355
302920000000000	90850	84050	90758.199162021861	83959.857529439556
302940000000000	90600	84800	90746.83030131468	84432.413777369846
302960000000000	90950	83500	90760.387304118194	84005.370201697457
302980000000000	90600	84300	90762.240763110371	83845.725728418984
303000000000000	90600	84150	90626.023444738836	84201.407331596623
303020000000000	90550	83400	90509.717829365371	83663.888951073095
303040000000000	90900	84000	90728.931608850209	83892.751203456923
303060000000000	90550	84050	90646.295660031668	84181.514873067223
303080000000000	91050	84050	90896.798656447965	83965.965912347165
303100000000000	90750	83950	90919.473180182045	84076.465493887707
303120000000000	90650	84250	90767.816174206673	84051.947983821214
303140000000000	90900	83900	90859.815017794754	84110.967114845815
303160000000000	90750	84250	90806.36597327888	83943.582385793023
303180000000000	90750	84000	90685.833479961017	84296.780412778986
303200000000000	90800	83800	90768.749928788107	83846.381899196334
303220000000000	90900	83550	90746.498987206272	83674.383649411058
303240000000000	90650	84850	90811.646861465677	84152.634062515426
303260000000000	90700	84150	90618.404732362527	84454.95995833895
303280000000000	90750	84450	90681.085438094626	84183.594853024362
303300000000000	90800	84200	90903.712427211838	84455.582926660776
303320000000000	90650	83750	90737.588728650386	84029.588835758215
303340000000000	90800	84350	90817.531782354199	84049.014277763315
303360000000000	91000	83900	90826.648728038606	84131.274935548718
303380000000000	90750	84400	90834.316926596643	84105.654773718663
303400000000000	90900	83700	90907.077088249178	84120.992449297119
303420000000000	90700	83900	90782.157359939709	83751.609088464669
303440000000000	90300	84250	90462.836942552691	84086.73683595669
303460000000000	90900	84250	90665.932360616032	84416.424521086214
303480000000000	90600	85000	90687.614087936483	84737.275666874193
303500000000000	90700	83750	90539.351829679945	84120.767513940344
303520000000000	90650	84300	90696.535262199366	83934.094040176686
303540000000000	90950	83900	90892.857938992907	84151.445369954614
303560000000000	90650	84150	90720.222676610778	83953.190560474177
303580000000000	90700	84150	90659.231293584409	84124.480174063894
303600000000000	90650	84100	90735.034179203649	84288.954750759527
303620000000000	90850	84000	90735.470820864663	84045.397285659114
303640000000000	91000	83950	90919.839622673549	84117.629784684963
303660000000000	90400	83650	90835.463806294385	83855.253124394789
303680000000000	90800	84400	90474.012819250172	83887.985042714776
303700000000000	90700	83600	90869.153308460969	83928.641518042146
303720000000000	91000	83750	90874.132110220206	83784.073228467285
303740000000000	90800	83850	90799.823801406063	83792.22511539566
303760000000000	90600	84400	90688.843822157069	83874.177134131984
303780000000000	90950	83950	90743.866135708988	84309.426711495413
303800000000000	90900	84100	90886.903722536503	84096.32126138141
303820000000000	90700	84000	90858.287604875921	83846.755279962133
303840000000000	90700	83850	90718.089492306724	83979.784168401806
303860000000000	90600	84100	90635.819932789556	84063.554998735068
303880000000000	90650	83800	90593.2563374249	83791.376985699069
303900000000000	90850	84350	90834.961013330438	84192.141902155679
303920000000000	90750	84200	90742.232233960152	84401.036965912295
303940000000000	90700	84300	90759.131877428721	84240.685413959553
303960000000000	90750	84250	90757.066144315904	84291.233708257088
303980000000000	90450	83850	90538.782170965074	83984.580998935096
304000000000000	90700	84000	90548.285265876213	83812.465537331489
304020000000000	91000	84300	90889.193855150603	84081.39854061263
304040000000000	90650	84250	90764.767387461266	84463.854129868749
304060000000000	90800	84150	90750.708592462193	84068.634687103287
304080000000000	90550	84000	90655.848923906146	84063.543718901172
304100000000000	90700	84600	90667.192775437506	84375.376289913795
304120000000000	90700	83950	90703.737495191002	84276.285627193953
304140000000000	90800	84050	90735.69182329964	83963.151058435062
304160000000000	90900	83750	90837.575852303242	83880.84887546458
304180000000000	90550	84050	90683.351332704377	84114.496624040665
304200000000000	90650	84450	90675.194112877536	84420.695047914473
304220000000000	91000	84400	90804.085632697301	84105.996412587992
304240000000000	90550	84050	90838.457700183368	84154.710434395412
304260000000000	90650	84600	90630.17103512607	84324.514636673339
304280000000000	90750	84400	90518.770307939267	84454.63842815267
304300000000000	91050	83950	91007.662968215111	84287.777510640037
304320000000000	91050	84350	90944.358933718395	84155.090189525858
304340000000000	90650	84200	90964.691856941266	84279.307344921006
304360000000000	90750	84000	90674.23313540552	84017.494286703775
304380000000000	90900	84200	90835.614711044793	84017.016379151697
304400000000000	90950	84200	90856.521179113275	84336.436274080188
304420000000000	90550	83900	90747.688417369427	84081.903534502126
304440000000000	90700	83800	90753.822203201402	83865.367429160513
304460000000000	90750	84300	90714.08039130205	83953.351349923876
304480000000000	90750	84500	90780.748115289913	84452.744956150724
304500000000000	90800	83900	90708.225023577921	84308.890449240629
304520000000000	90400	84600	90552.889676709339	84241.534517848471
304540000000000	90900	83750	90695.174894340103	84105.112214108725
304560000000000	90900	84000	90794.51366020742	83866.506977489902
304580000000000	91050	84400	91062.327708339915	84253.339231575097
304600000000000	90750	84100	90878.549757150759	84226.750219479931
304620000000000	90850	84600	90840.671617511718	84212.91837305433
304640000000000	91000	84500	90865.906904805539	84670.784113280723
304660000000000	90750	84350	90972.220377108708	84366.428753850952
304680000000000	90650	84100	90635.538648718022	84417.356063972387
304700000000000	90750	83250	90696.137046738339	83521.324075418233
304720000000000	90750	84300	90855.827894574293	83943.581050241817
304740000000000	90950	84000	90857.127047179602	84063.359178173065
304760000000000	90350	84300	90566.217319840231	84265.406077750624
304780000000000	90700	84500	90488.967078073605	84225.281488737091
304800000000000	90600	84100	90721.372285227582	84328.387466789834
304820000000000	90650	84600	90620.221663637538	84314.414445822462
304840000000000	90750	84000	90644.171743241663	84178.609634566135
304860000000000	90600	84200	90706.431044199475	84194.004952844072
304880000000000	90700	84000	90648.195725530255	83945.401651658409
304900000000000	90700	84300	90678.894693612179	84324.224235559654
304920000000000	90700	84900	90628.690105222762	84470.35275569743
304940000000000	90750	84100	90752.11256845991	84578.798101181455
304960000000000	90800	84200	90775.843426962616	84243.221117015972
304980000000000	90500	84200	90705.737039726926	84059.720651161464
305000000000000	90700	84500	90612.947348778223	84595.363427292628
305020000000000	90750	84200	90832.037247541884	84198.857955180283
305040000000000	90800	84500	90614.503046024794	84290.92446499315
305060000000000	90750	84350	90753.443965916566	84484.184614302794
305080000000000	90700	84350	90774.41921689696	84245.675527925443
305100000000000	90750	84450	90665.261124946381	84467.843373848198
305120000000000	90650	84000	90760.415937810321	84054.853953000144
305140000000000	90750	84300	90730.755247578636	84380.421308909295
305160000000000	90800	84650	90740.195560982291	84503.547396307942
305180000000000	90950	84650	90682.617738190704	84470.309759083786
305200000000000	90750	84150	91037.261592611263	84466.792241149524
305220000000000	90750	84200	90782.876699089684	84375.195759413356
305240000000000	90600	84350	90693.967965199816	84285.449331507974
