"Time (ps)"	"Count rate (counts/s), channel 1"	"Count rate (counts/s), channel 2"	"Frequency (Hz), channel 1"	"Frequency (Hz), channel 2"
264820000000000	90950	84400	90753.377453760579	84388.541966176781
264840000000000	91200	84100	91103.369497757478	84545.884132746432
264860000000000	91150	84500	91272.61309002286	84067.886527608818
264880000000000	90950	84550	91029.974329548058	84489.708329346075
264900000000000	90700	84550	90810.084637739274	84732.803517948589
264920000000000	91050	84000	90873.627157964875	84243.671763497099
264940000000000	90950	84350	90933.826751408516	84096.607519028345
264960000000000	91050	83650	90974.12007151627	83954.602651251058
264980000000000	91100	84150	91113.879304975679	83848.319129847077
265000000000000	91000	84200	90949.066927307067	84192.774378328351
265020000000000	91100	84300	91041.9473938765	84285.859986167023
265040000000000	91150	84650	91225.595002665534	84507.083057428768
265060000000000	90900	84500	91031.708829528317	84618.055460840405
265080000000000	91000	84600	91005.501634996588	84539.131604896233
265100000000000	90900	84500	90980.490903144484	84493.792239188595
265120000000000	90850	84300	90899.104936969336	84393.037304822559
265140000000000	91350	84750	91050.365481925968	84545.331428895646
265160000000000	91200	84400	91189.50337096001	84441.613022612873
265180000000000	91000	84550	91155.434726274136	84764.487390174152
265200000000000	91100	84450	91078.206776868901	84269.266724260349
265220000000000	91000	84250	91039.957676773833	84398.927732610042
265240000000000	91150	84950	91055.32213437953	84539.776919144555
265260000000000	91000	84650	90963.681837136886	84761.157073593524
265280000000000	91050	83450	91145.931097896726	84057.116515180518
265300000000000	90900	84650	90986.677825462015	84285.900795466659
265320000000000	91150	84250	91057.226199203084	84284.904993452859
265340000000000	91000	84650	90991.292798437411	84458.164234081225
265360000000000	91050	84050	91040.562426694552	84520.209314929394
265380000000000	90900	84600	91048.487302211011	84256.872091120866
265400000000000	90900	84450	90780.09138024757	84544.720484316989
265420000000000	90800	84450	90978.615869056564	84432.385955165388
265440000000000	91050	84450	90836.027316713211	84300.757434567407
265460000000000	90850	84350	90937.714686541745	84512.235849835546
265480000000000	90800	84600	90817.00928240121	84523.025612195619
265500000000000	91050	84950	90859.560897275253	84609.380778337698
265520000000000	90800	84200	90852.136582695501	84665.120532772431
265540000000000	90700	84300	90880.834785690822	84006.324630967574
265560000000000	91150	84700	90969.569949752142	84486.188211674598
265580000000000	90900	84850	91033.400874988787	84934.641932634302
265600000000000	90850	84050	90818.901517809965	84362.83063994204
265620000000000	90950	84500	90905.665308357566	84566.36388468997
265640000000000	91150	84300	91185.04281065028	84408.077888506552
265660000000000	90900	84550	90938.974573088577	84289.516747117494
265680000000000	91250	84250	91102.149618890253	84454.083942256359
265700000000000	91050	84600	91118.115145680946	84443.639450252595
265720000000000	91200	84650	91082.735314663281	84511.26625428602
265740000000000	91050	84400	91202.076359460654	84591.256300032546
265760000000000	91200	84550	91070.033591925865	84373.714552466554
265780000000000	91000	84650	91063.746890545503	84475.808880082652
265800000000000	90800	84950	90879.473115834087	85026.037899070623
265820000000000	90750	84300	90854.484030398948	84536.581322826896
265840000000000	90700	84400	90729.589247912532	84357.8045667439
265860000000000	90950	84350	90833.440428419868	84460.973039610166
265880000000000	91050	84450	90948.900322074071	84530.772906502578
265900000000000	90750	84200	90912.466863289766	84255.411590052885
265920000000000	90700	84950	90810.551043575542	84533.463399629443
265940000000000	90700	84200	90687.80285112877	84600.932529699276
265960000000000	91100	84150	90842.324419050114	84107.073947775076
265980000000000	91000	84250	91031.781143103988	84290.164403387185
266000000000000	90950	84100	91006.36519887294	84096.322320525927
266020000000000	91000	84750	90908.757681097384	84329.035039418231
266040000000000	90900	84050	90973.935068034334	84332.505667424513
266060000000000	91000	84250	90936.646990304871	84135.882681086179
266080000000000	91050	84500	90994.224497019997	84638.784139200303
266100000000000	91300	84050	91210.769010954158	84172.923422038395
266120000000000	91050	84550	91140.326037004605	84358.219772429555
266140000000000	91000	84000	91227.4518640444	84415.311202042285
266160000000000	91100	84550	90880.992392247368	83958.796916186882
266180000000000	90800	84300	90988.82325384194	84500.471675873283
266200000000000	91100	84450	91026.623990233333	84429.880119683832
266220000000000	91000	84650	90870.221124814911	84619.552310872285
266240000000000	91100	84550	91122.392773197003	84487.034024342865
266260000000000	91300	84500	91152.597214380512	84616.69498096632
266280000000000	90850	84150	91050.222976133518	84280.279866143348
266300000000000	90700	84450	90756.869198160537	84139.275587293509
266320000000000	91050	84500	90984.382949140287	84622.712083638093
266340000000000	90800	84150	90850.435713888044	84207.005332223373
266360000000000	91050	84950	91025.841480301489	84685.535096337189
266380000000000	91100	84350	90983.897852979557	84500.80424153131
266400000000000	90850	84700	91013.998701838718	84514.438866059048
266420000000000	90950	84550	90887.863549953719	84853.124805593165
266440000000000	91000	84450	90930.321218374404	84506.056904043435
266460000000000	90750	83900	90974.41100218959	84144.148737657655
266480000000000	90700	84450	90781.536080891732	84107.49128252847
266500000000000	90950	83550	90754.732193482909	83949.917874744642
266520000000000	91100	84900	91022.833095568494	84177.188686240741
266540000000000	91050	84250	91066.773116677025	84617.045275452852
266560000000000	90950	84650	90934.793369948515	84385.406528186126
266580000000000	90850	84250	90930.924578603866	84432.39369531846
266600000000000	90900	84300	90853.648211136911	84396.147010600354
266620000000000	91050	84200	91017.872625134682	84252.894238371504
266640000000000	91050	84550	91039.934082641543	84292.03259375981
266660000000000	90950	83950	90972.858623640524	84408.492625964849
266680000000000	91000	84900	91059.954076000504	84544.566175091604
266700000000000	90750	84200	90798.905639724922	84463.739052451827
266720000000000	91000	84650	90970.293314632698	84445.370668527903
266740000000000	91250	84400	91054.145841527657	84340.996342687708
266760000000000	90800	84100	91091.245132330805	84642.955120873536
266780000000000	91000	84750	90874.415829260441	84137.2408790013
266800000000000	90950	84500	90892.172838575396	84589.296253537119
266820000000000	91150	84200	91125.93452588089	84384.857350621212
266840000000000	91150	84600	91170.502711838664	84330.428614002216
266860000000000	91100	84350	91040.881007887554	84431.046351885569
266880000000000	91100	84750	91091.453993258372	84490.616411695606
266900000000000	90900	84600	91029.119388451101	84738.495706085479
266920000000000	90750	83950	90783.892041845509	84330.062829996546
266940000000000	90850	84300	90910.136596677912	84334.024550750779
266960000000000	91200	84000	90998.184979884667	83886.735168796615
266980000000000	91000	84700	91161.49140518991	84621.613881123107
267000000000000	90900	84700	90911.975289523325	84676.665272057246
267020000000000	91150	84150	91037.881542870804	84324.357552129892
267040000000000	91250	84250	91234.849651778262	84166.522804206048
267060000000000	91050	84300	91108.044015270134	84352.239180034332
267080000000000	91000	84400	91008.685978935842	84265.247578399736
267100000000000	91150	83750	91075.482074855725	84087.859848275664
267120000000000	90900	84300	91032.132764489725	83844.035121082357
267140000000000	91150	83350	90928.050124966452	83920.395846171756
267160000000000	91200	84500	91215.724300174348	83937.896757527327
267180000000000	90800	84700	90991.017399843724	84451.438562210154
267200000000000	91100	84450	91094.447534349165	84727.791513949647
267220000000000	90900	84450	90881.884054066933	84533.479832283454
267240000000000	91000	84250	91007.515586184643	84427.497650616337
267260000000000	90850	84150	90864.033433948047	84198.723841483821
267280000000000	91000	84700	90941.782119946729	84496.122825497834
267300000000000	91200	84450	91109.766228479391	84355.87921001052
267320000000000	91100	84450	91142.696896220965	84501.682146171675
267340000000000	91100	84000	91097.079442486254	84065.480695691978
267360000000000	91200	84550	91043.857313367917	84297.761661742858
267380000000000	90750	83900	91006.911602562235	84288.009462839909
267400000000000	91100	84400	90983.978017694739	84051.519441810597
267420000000000	90750	84950	90846.894084910702	84681.541439304347
267440000000000	90900	84000	90859.748267312098	84369.340017409704
267460000000000	91000	84400	91042.323591327498	84470.468888753792
267480000000000	91300	84600	91147.955694944962	84433.744637443175
267500000000000	90850	84800	91115.154078647407	84890.178806770593
267520000000000	90900	84650	90789.115959045172	84493.430965038599
267540000000000	91150	84250	91079.574602429901	84632.014188253408
267560000000000	91200	84850	91031.352859766121	84415.335294859105
267580000000000	90850	84750	91128.073199052262	84941.376041712079
267600000000000	90950	84450	90861.432110139838	84546.42619651217
267620000000000	90700	83750	90820.378577722266	83978.040934300065
267640000000000	90900	83900	90803.470175298076	83803.467383340292
267660000000000	91450	84850	91157.118281387971	84402.393723549874
267680000000000	90900	84400	91197.506281447699	84534.028257782251
267700000000000	90900	84400	90871.05071573607	84499.753796633042
267720000000000	91050	84350	91047.190818876275	84466.570098804805
267740000000000	91300	84450	91301.646662964253	84401.799304483808
267760000000000	90800	83950	90992.535558867035	84323.902524470788
267780000000000	91200	84950	90952.77925966488	84328.461171096802
267800000000000	90900	84100	91031.815026875091	84411.471435771033
267820000000000	91000	84350	90981.226675397134	84344.118435053519
267840000000000	91000	84250	90974.948998069012	84152.587881358602
267860000000000	91050	84950	91005.849003928422	84942.432631770542
267880000000000	91000	84600	90971.865276538709	84657.512560426869
267900000000000	90700	84450	90889.39489665076	84349.203716167307
267920000000000	90750	84850	90619.950626346705	84716.377581868248
267940000000000	91000	83500	90958.198168903749	84106.205325718183
267960000000000	90900	84100	91001.284277707309	83815.768026194448
267980000000000	90900	84250	90936.975642892416	84230.737817910427
268000000000000	90700	84600	90790.345063125467	84486.115256949051
268020000000000	91050	84150	90902.864702283186	84421.897904577665
268040000000000	90850	84750	90999.555056942045	84334.728589487422
268060000000000	90950	84500	90749.12567859127	84514.064276380173
268080000000000	90850	84350	90962.114040275512	84593.990747221673
268100000000000	91050	84400	91000.261402949589	84272.6258798341
268120000000000	90900	85000	90787.105008297673	84804.268030160762
268140000000000	91050	84400	91064.989307942407	84473.451084419343
268160000000000	90850	84550	90939.217369857826	84537.281042284842
268180000000000	90950	84650	90855.719915064998	84605.95642273745
268200000000000	90800	84450	90802.7431411281	84344.251253779075
268220000000000	91000	84350	91001.308550862843	84562.416407657118
268240000000000	90900	84350	90953.61104819164	84437.488101009381
268260000000000	90700	84350	90842.372365779185	84373.973176523243
268280000000000	90950	84350	90747.590103948431	84466.03591298114
268300000000000	90750	84800	90894.720229119994	84414.785062551644
268320000000000	90750	84300	90790.353885936172	84656.852150978841
268340000000000	91150	84550	90940.706317971853	84474.674202375507
268360000000000	90850	84300	90966.283660775342	84376.965961792608
268380000000000	90900	84350	90892.857023484437	84212.383157019707
268400000000000	91000	84550	90951.324609868534	84390.10501082988
268420000000000	90950	84500	90941.763982706398	84652.368556761649
268440000000000	90600	84900	90691.20931352707	84647.556402042101
268460000000000	91000	84400	90919.652851846986	84656.940296407076
268480000000000	90950	83900	90931.29711890746	84085.941367145308
268500000000000	90800	84500	90862.500958043369	84444.950167028728
268520000000000	90800	83850	90871.160223208761	84108.266230575377
268540000000000	90950	84550	90877.541497709084	84280.202310185603
268560000000000	90800	84550	90979.461352792132	84463.979935636235
268580000000000	90800	84450	90718.404976611127	84565.166057674782
268600000000000	91100	84450	91022.119575407472	84608.076055932572
268620000000000	90850	84600	91068.295782354311	84209.392965178355
268640000000000	91100	84400	90721.114418621772	84500.476031035971
268660000000000	91100	84550	91142.551815898521	84292.553798545894
268680000000000	90800	84500	90965.933158059648	84663.1420305762
268700000000000	90700	84500	90676.350057455056	84476.65816628687
268720000000000	90850	84050	90729.141450607611	84406.104993627305
268740000000000	90850	84550	90949.046087650451	84194.619662065859
268760000000000	90700	84300	90781.972504541322	84634.104507899479
268780000000000	91000	84100	90860.476882687071	84025.919064009533
268800000000000	91100	84750	91060.145692007573	84590.015001908047
268820000000000	90900	84100	91013.294654964848	84424.235706285079
268840000000000	91000	84650	90992.482492992611	84382.928001741282
268860000000000	90700	84450	90890.794969561248	84485.198597882802
268880000000000	90900	84150	90765.095615579383	84371.666003534367
268900000000000	90800	84400	90774.099184227889	84150.857334820859
268920000000000	91000	84850	90928.104665215316	84591.960640446574
268940000000000	90750	84400	90779.214353811883	84390.048531575259
268960000000000	90900	84500	90890.182400846359	84629.107053582993
268980000000000	91250	84450	91079.64290294479	84426.926107812149
269000000000000	91200	84250	91184.757731114398	84309.037201590603
269020000000000	90900	84700	91043.928242405338	84582.132452711798
269040000000000	91050	84800	90968.004958953854	84748.011279262602
269060000000000	91150	84300	91133.363265437511	84504.895108848461
269080000000000	90750	84750	90902.929237195814	84612.466441282333
269100000000000	90800	84600	90831.419224421712	84772.377079122569
269120000000000	90950	83850	90923.900380731415	84237.592519246682
269140000000000	90850	84100	90942.649800832514	83951.604709456922
269160000000000	91300	84450	90961.710310214738	84274.140579301034
269180000000000	90800	84950	91091.349041926485	84691.929412258352
269200000000000	91050	84650	90947.705941378517	84659.603545307909
269220000000000	91100	84700	91004.21489113367	84731.135916315616
269240000000000	90850	83850	90980.688502024947	84266.617864344968
269260000000000	91050	84400	90951.609471988428	83980.588485336237
269280000000000	91150	84300	91150.154945916991	84354.3644694424
269300000000000	90850	84200	91014.348074350884	84432.224632517071
269320000000000	91050	84300	90916.584825058992	84180.085388577354
269340000000000	90850	83750	91008.26977686699	84178.916334978188
269360000000000	91000	84200	90826.269882003311	83906.932387199602
269380000000000	91000	84150	91155.260536953516	84195.145781194049
269400000000000	90700	84600	90745.971490949029	84575.815247729915
269420000000000	90650	84100	90713.44630035288	84175.438321331996
269440000000000	91100	84850	90869.752271744292	84361.370294923079
269460000000000	90950	84550	90947.358419988173	84673.003082718555
269480000000000	91150	84650	91027.76206363026	84472.507330696724
269500000000000	90900	84300	91056.695214560314	84520.527732202652
269520000000000	91050	84700	90998.429883840407	84605.747293119071
269540000000000	91000	84050	90948.802975453087	84432.526585113752
269560000000000	91000	84500	90981.179592151631	84275.830105276167
269580000000000	90750	84350	90989.59999825689	84316.098472417754
269600000000000	90750	84550	90688.262016016932	84590.294370479358
269620000000000	91050	84300	91024.061380588551	84462.530089965352
269640000000000	91050	84600	90999.13579248017	84649.633873320738
269660000000000	90900	84950	90927.285871104832	84477.253248622015
269680000000000	90750	84000	90921.391361142669	84511.782464879652
269700000000000	91100	84350	90859.64252017632	84152.834141218947
269720000000000	90950	84300	90947.286351655843	84109.773309886412
269740000000000	90950	84500	91013.426403337013	84503.246029989095
269760000000000	90900	84450	90889.237001291738	84468.999257554169
269780000000000	90800	84250	90764.533248231877	84397.150183033169
269800000000000	90850	84150	90946.85960882892	84027.535319117043
269820000000000	90950	84450	90813.441331897644	84435.294946653376
269840000000000	90850	83600	90972.627214916298	84169.16972676212
269860000000000	90900	84950	90912.896454649352	84472.660370754049
269880000000000	90850	84200	90863.130304002465	84452.648276658321
269900000000000	91300	84350	91073.148863833616	84188.518604869241
269920000000000	91000	84100	91110.763412546701	84314.351585246695
269940000000000	90900	84550	91041.936644173838	84331.721326287647
269960000000000	90950	84550	90814.455695743527	84417.402319392582
269980000000000	91100	84700	91013.70417242925	84590.812446326076
270000000000000	91000	84150	91072.745130788215	84407.944243210557
270020000000000	91100	84300	91046.616674536519	84405.898605348062
270040000000000	90950	84400	90988.338446716531	83974.730911039936
270060000000000	91000	84850	91029.116464585895	84767.860215784502
270080000000000	90750	83950	90794.777872467064	84392.976947201576
270100000000000	91050	84400	90970.269196802386	84242.920409745391
270120000000000	91050	84100	91065.687893326132	84314.849771860958
270140000000000	90750	83800	90911.820907242232	84048.721895438517
270160000000000	90900	85100	90897.807378417361	84292.145846058178
270180000000000	90900	84350	90838.352933218062	84892.86572280059
270200000000000	91000	84250	90982.636180501548	84345.294841572802
270220000000000	90850	84000	90990.150911742836	83924.485211406994
270240000000000	90950	84650	90728.245640123379	84339.558167302079
270260000000000	90750	84600	90967.271581963869	84561.798625716896
270280000000000	91050	83900	90817.842088208097	84288.849288050158
270300000000000	91100	84800	91034.952479513566	84231.836027594123
270320000000000	91050	84600	91106.200434881379	84782.072883757806
270340000000000	91000	83750	90966.825177493156	84138.194826215564
270360000000000	91050	84300	91178.458927637315	84237.397127574368
270380000000000	91050	83900	90956.462881272499	84178.805685876563
270400000000000	90950	84350	91084.737645483197	84012.126811747003
270420000000000	90750	84000	90758.13498282386	84120.156065458956
270440000000000	90900	84450	90982.959706497553	84277.467137849744
270460000000000	91250	84300	91023.859019237221	84276.978161241452
270480000000000	91000	84100	91137.392919735925	84348.380624826968
270500000000000	90950	84050	90832.223520806234	83922.359067095895
270520000000000	91100	84250	91151.41528201937	84152.049814761558
270540000000000	91150	84100	91075.076020668479	84136.037406160875
270560000000000	90950	84550	91033.399111295366	84402.947726004786
270580000000000	90850	84350	90810.783692688638	84304.228157665057
270600000000000	90600	84600	90819.228685836482	84602.689862338681
270620000000000	90950	84400	90715.902628891432	84437.301166563673
270640000000000	91000	84200	91047.273955169629	84360.153315674659
270660000000000	91050	84050	91011.660182936394	84173.766217022683
270680000000000	91000	84700	91028.26682806747	84485.224109627088
270700000000000	90650	83850	90769.716574914724	84105.971964142605
270720000000000	90900	84650	90830.664561658006	84408.549893586445
270740000000000	90850	84500	90918.125049813592	84474.571761162995
270760000000000	91000	84300	90897.146333031313	84416.079287032626
270780000000000	91200	84500	91101.043103502147	84245.391302093427
270800000000000	90800	84150	90980.632095601133	84415.174871846699
270820000000000	91050	84500	90855.987396398705	84295.477699082316
270840000000000	91150	84450	91131.676681967074	84479.093834142215
270860000000000	91200	84650	91129.166196085775	84569.823586931496
270880000000000	90700	84400	91022.581805651003	84549.814821941225
270900000000000	90950	84250	90826.600418901246	84236.364589564968
270920000000000	90850	84350	90918.899248365895	84419.696910542698
270940000000000	91050	85000	90960.115980293922	84773.755240904502
270960000000000	90900	84600	90998.634687317521	84629.980317576905
270980000000000	90950	84300	90932.120439740524	84547.534273509023
271000000000000	91000	84400	90923.547185224306	84402.578738322016
271020000000000	90900	84300	90991.618414443874	84282.276525566223
271040000000000	90900	84700	90824.599379748921	84431.977686350903
271060000000000	91200	84400	91057.977312889285	84593.586205458443
271080000000000	91050	84150	91096.697941263672	84090.53315190268
271100000000000	91300	84050	91276.560484923262	84356.946035538072
271120000000000	90950	84250	91020.03247711969	84087.903140664697
271140000000000	90850	83850	90935.713942487186	83917.868934139362
271160000000000	91150	84400	91032.08683665884	84137.259570743801
271180000000000	91050	84150	91059.678175278459	84436.944721058302
271200000000000	90750	84300	90967.070719913376	84331.398009546014
271220000000000	91050	85300	90869.51377893881	84648.820996327559
271240000000000	90650	84250	90918.083506293799	84879.815000420145
271260000000000	91300	84550	90979.561613693601	84478.506195914902
271280000000000	91050	84250	91107.798511551882	84217.915119946148
271300000000000	91000	85000	91019.386373763089	84613.075069005194
271320000000000	91200	84650	91092.500861406705	84760.541886426421
271340000000000	91100	84600	91162.103161243082	84673.394392441551
271360000000000	91000	84350	90973.158412598088	84360.907082213467
271380000000000	90800	84600	90940.37023351762	84445.992760276684
271400000000000	91000	84900	90866.118332377562	84673.754687393288
271420000000000	90950	84300	90973.056058906208	84672.320142690878
271440000000000	91150	84300	91111.160818636155	84433.627538312081
271460000000000	91000	84650	91089.919709895112	84406.775448400833
271480000000000	91050	84850	91066.016457178892	84962.062616769254
271500000000000	91100	84400	91006.4269275806	84629.023309801254
271520000000000	90750	84100	91001.731401639103	84297.651439719994
271540000000000	91100	84900	90976.822329652539	84538.101731031595
271560000000000	91150	84100	90954.032854189092	84375.085777937507
271580000000000	90650	83650	90866.926879730105	83641.020469019335
271600000000000	90950	84450	90850.940181803599	84279.376373512816
271620000000000	91150	84550	91083.642290063392	84382.727921553276
271640000000000	91100	84550	91070.788935466961	84608.30451391371
271660000000000	90950	84450	91040.377661799037	84478.559882163332
271680000000000	90950	83950	90988.156232701556	84123.636381553646
271700000000000	90950	84700	91043.481328903697	84402.946473463948
271720000000000	90800	84450	90850.831046862586	84573.51701641125
271740000000000	90950	84800	90859.064999314258	84452.890014685792
271760000000000	91050	84550	90990.124887340862	85020.06068126265
271780000000000	90950	84100	91035.571652552535	84354.211860837953
271800000000000	90900	84450	90989.387244225887	84338.799451802304
271820000000000	91100	84200	90943.994064766812	83994.464108737156
271840000000000	90800	84250	90851.061121090519	84412.530106058344
271860000000000	91100	84650	91019.82051249186	84256.291855681775
271880000000000	91150	84500	91084.867179707289	84571.913626303838
271900000000000	90600	84750	90782.083756868844	84902.304026118043
271920000000000	90900	84050	90715.544869793608	84070.743752100389
271940000000000	91000	84150	91074.43452794262	84077.724340174318
271960000000000	90650	84600	90823.349482397476	84569.032823728878
271980000000000	90950	84950	90789.869198292916	84658.411679202618
272000000000000	90700	84500	90878.956478401829	84699.749176378988
272020000000000	91100	84050	90876.525514456633	84388.233156745031
272040000000000	90900	84800	90956.92133892572	84319.330193976217
272060000000000	90950	84400	90936.079249591858	84878.54445886414
272080000000000	91200	84150	91047.456804610454	84060.35732775701
272100000000000	91350	84100	91334.895671809834	84091.196068914651
272120000000000	90900	84650	91106.223349009771	84256.427892954496
272140000000000	91100	84350	90965.262107857096	84483.858955561751
272160000000000	91200	84650	91133.963920779483	84613.18507528519
272180000000000	90950	84300	91007.373018841201	84546.479648373628
272200000000000	90950	85200	90949.809543639625	84676.142548193719
272220000000000	91000	84350	91056.451809889317	84748.446922397503
272240000000000	91000	84150	90948.613744553528	84407.597993483345
272260000000000	90750	84700	90916.912751094511	84288.107783750078
272280000000000	91050	84900	91054.130251037976	84875.274354899535
272300000000000	90950	84300	90926.007893387548	84756.870115786776
272320000000000	91050	84450	90902.243114953832	84328.253823034203
272340000000000	90950	84450	91111.781651000259	84416.827467297568
272360000000000	90650	84550	90780.722412637086	84369.569169942115
272380000000000	90950	84250	90787.868918105989	84527.112085839515
272400000000000	90950	84550	90901.891443969682	84309.939531982949
272420000000000	91050	84250	91006.320320861938	84298.412835635958
272440000000000	90750	84400	90961.81280032784	84310.661295796279
272460000000000	91150	84200	90810.327405221717	84301.662357454465
272480000000000	91100	84000	91198.200563885024	84139.407165842858
272500000000000	90800	84650	90981.908201302678	84386.297465327109
272520000000000	90850	84150	90916.567597984045	84346.142749755352
272540000000000	91200	84150	90961.122878887312	84184.978262766701
272560000000000	90900	84350	91070.090938687339	84355.389117514875
272580000000000	90950	84250	90949.180397626289	84380.27910424376
272600000000000	90800	84600	90823.414277077754	84530.09714032599
272620000000000	90900	84150	90909.454241225176	84309.673417047568
272640000000000	91150	85000	90942.048322491741	84485.821094382613
272660000000000	91100	84650	91200.903295742799	84765.095009249213
272680000000000	90750	84050	90878.429870002918	84333.635872212646
272700000000000	90800	85000	90713.308945797093	84560.153982526186
272720000000000	91150	84300	90916.492002711078	84687.816080896941
272740000000000	90650	84300	90895.83293390469	84298.466646325745
272760000000000	91150	84600	90966.63780286508	84487.041418981171
272780000000000	90950	84300	91110.148946025103	84258.021023265552
272800000000000	90750	84900	90794.895843815102	84698.957130752984
272820000000000	90900	84700	90796.714113232039	84873.611420729663
272840000000000	91050	84800	91115.316078752832	84608.646776027701
272860000000000	90950	84600	90837.318010591407	84774.521142689322
272880000000000	90950	84250	91149.046140964158	84493.060983566334
272900000000000	91000	84400	90836.022362214993	84229.351732472307
272920000000000	91050	84300	91038.962457816146	84305.756345477013
272940000000000	90950	84500	90967.746770568439	84425.837789831276
272960000000000	90900	84600	90903.912742124725	84487.618287519232
272980000000000	91000	84450	90966.168899075157	84467.363486820803
273000000000000	90800	84500	90874.411398399185	84458.172562109379
273020000000000	90650	84450	90699.030368483029	84406.291575679061
273040000000000	90950	84200	90836.462877333164	84558.77145009971
273060000000000	90700	83800	90891.319716591766	83997.253805641463
273080000000000	90950	84150	90886.606892199023	83952.969709847719
273100000000000	90850	84450	90811.099318550187	84238.86040386949
273120000000000	90950	84050	90969.505774315054	84397.715176680867
273140000000000	91150	84450	91023.970168246844	84230.205641099412
273160000000000	91050	84400	91118.544267773148	84429.053726903905
273180000000000	90900	84200	90783.023122287879	84111.630490710377
273200000000000	90650	84050	90827.303415650196	84192.025532915359
273220000000000	90600	84550	90625.802982711568	84347.382200370266
273240000000000	90900	84500	90796.078224396013	84336.139308154437
273260000000000	90800	84250	90887.349136789097	84626.628647755992
273280000000000	90850	84550	90809.979608678696	84467.288452209512
273300000000000	91100	85000	91038.793350589243	84741.532852540768
273320000000000	90950	84400	91000.11173270912	84632.278714820626
273340000000000	91000	84350	91000.155270129806	84414.529057605076
273360000000000	90700	84300	90782.242985058241	84306.369030200411
273380000000000	91100	84100	90949.475879709717	84254.594648469225
273400000000000	91150	84550	91180.211246026622	84516.412497491314
273420000000000	90700	85100	90956.547182799361	84579.88870406778
273440000000000	90800	84850	90658.230410421791	85064.955911170633
273460000000000	91000	83700	90914.357999695087	84189.594574369374
273480000000000	91050	84700	91020.625595702513	84215.189229715455
273500000000000	91000	83750	90941.754298202839	84211.111279808829
273520000000000	91100	84500	91040.70390653424	84042.154333472805
273540000000000	90850	83950	91047.816979508541	84469.398087776033
273560000000000	90800	84100	90718.840422924055	83896.188338618362
273580000000000	90700	84200	90869.121838141509	84091.558084345335
273600000000000	90750	84150	90731.720688800517	84191.298769522866
273620000000000	90850	84450	90784.841099934769	84289.398132535236
273640000000000	91050	84050	90993.703866529948	84293.88982952942
273660000000000	90900	85050	90877.451822310075	84556.209458210054
273680000000000	91050	84250	91084.794234201792	84644.718435768358
273700000000000	91050	84150	90968.335911808317	84191.85473444339
273720000000000	90850	84050	90986.586500001489	83891.15377953829
273740000000000	90750	83800	90717.375410374952	84069.637960097389
273760000000000	90800	84250	90708.793352356341	83908.090458000152
273780000000000	91300	84250	91101.23837773109	84149.323685169787
273800000000000	90800	84550	90978.46652323872	84506.856286066759
273820000000000	90750	84150	90908.044278879795	84403.17784270359
273840000000000	90950	84400	90824.735174975474	84144.186968895403
273860000000000	90800	84050	90847.616019721143	84336.957830405794
273880000000000	91050	84450	90982.429275423361	84330.149376079382
273900000000000	90950	84300	90959.879775047259	84499.880648629507
273920000000000	90850	84400	90957.78707704063	84246.527519606941
273940000000000	90650	84500	90843.41016041355	84428.125927830435
273960000000000	90600	83700	90470.02093384914	84002.939935111935
273980000000000	91150	84150	90987.190793053407	84105.687432833496
274000000000000	90850	84100	90888.809543836061	84104.064133705178
274020000000000	90800	84600	90792.024991127546	84250.544140568134
274040000000000	90800	84000	90797.168942768141	84144.435895568487
274060000000000	91050	84250	90993.454353993802	84317.525494585789
274080000000000	90700	84200	90873.381372253541	84127.216912358388
274100000000000	90700	84900	90730.875942448343	84676.689321161684
274120000000000	90800	84400	90751.965049732433	84510.031237244577
274140000000000	90950	84500	90905.479806057207	84464.319324739627
274160000000000	90850	83750	90934.94901600646	84565.504582929731
274180000000000	90950	84200	90970.577293976094	83910.683171470446
274200000000000	90950	83650	90860.560382558804	83821.747685728595
274220000000000	90950	84250	90883.866571115752	83714.251873562898
274240000000000	90900	84300	90917.299960444201	84380.825516574303
274260000000000	90900	84200	90969.049876625722	84161.824719504817
274280000000000	90900	84450	90875.470479020209	84326.909331790608
274300000000000	90950	84350	90914.872336830842	84363.382903186852
274320000000000	90400	84300	90578.409596119935	84243.674244280439
274340000000000	90950	84700	90779.743813312278	84499.35329764428
274360000000000	90900	84750	90859.293177307263	84835.800919121713
274380000000000	91000	84100	91090.648725753083	84496.165091497416
274400000000000	90950	84150	90926.487779772971	84134.095677635894
274420000000000	90850	84250	90826.827433315528	84139.069683012684
274440000000000	90850	84600	90986.763647791537	84503.574534167259
274460000000000	91150	84350	90915.316363015547	84259.600788782802
274480000000000	90900	83900	91050.210147655598	84260.609312418019
274500000000000	90750	84050	90779.153070132132	84081.113513036806
274520000000000	91050	84250	90826.984097632812	84027.265438524788
274540000000000	91000	84500	91123.521217163085	84403.171258398972
274560000000000	90950	84150	90911.158651708451	84218.971565087253
274580000000000	90850	84400	90795.468858465552	84244.021743427089
274600000000000	90950	84500	90945.247271548331	84734.332428940092
274620000000000	90850	83950	90953.186472730085	84056.803244936076
274640000000000	90900	84450	90910.857051436091	84390.189922281133
274660000000000	90900	84450	90951.512896314278	84336.322278821302
274680000000000	91000	84400	90940.427726258422	84449.717350296458
274700000000000	90950	84600	91014.267952840863	84343.507970223363
274720000000000	91150	84250	90999.342390187638	84419.429341185212
274740000000000	91050	84200	91134.280401024938	84415.185312764224
