Wavelength [m],Power [dBm]
1.47e-06,-65.3595395
1.47004e-06,-64.7999163
1.47008e-06,-64.6332426
1.47012e-06,-65.3701658
1.47016e-06,-65.3994234
1.4702e-06,-66.0768777
1.47024e-06,-65.4332244
1.47028e-06,-65.1928226
1.47032e-06,-65.1146871
1.47036e-06,-64.8578591
1.4704e-06,-65.9011407
1.47044e-06,-64.9177437
1.47048e-06,-64.7754296
1.47052e-06,-64.9776769
1.47056e-06,-65.0219699
1.4706e-06,-65.0346531
1.47064e-06,-64.6139799
1.47068e-06,-64.3489031
1.47072e-06,-64.6813088
1.47076e-06,-64.5616838
1.4708e-06,-64.9246892
1.47084e-06,-64.6358435
1.47088e-06,-64.4255596
1.47092e-06,-64.4425687
1.47096e-06,-64.6283235
1.471e-06,-64.8694978
1.47104e-06,-65.0001555
1.47108e-06,-64.3775369
1.47112e-06,-65.0171322
1.47116e-06,-64.965485
1.4712e-06,-64.9488229
1.47124e-06,-64.9811139
1.47128e-06,-64.2776568
1.47132e-06,-64.7458401
1.47136e-06,-65.3350994
1.4714e-06,-65.1438928
1.47144e-06,-64.6500903
1.47148e-06,-59.6595791
1.47152e-06,-55.3948254
1.47156e-06,-55.2861856
1.4716e-06,-55.5577194
1.47164e-06,-60.7376362
1.47168e-06,-64.4534616
1.47172e-06,-64.5274994
1.47176e-06,-64.9879553
1.4718e-06,-65.0058879
1.47184e-06,-64.7487422
1.47188e-06,-65.0003315
1.47192e-06,-65.0094486
1.47196e-06,-64.802127
1.472e-06,-65.3822948
1.47204e-06,-65.2128174
1.47208e-06,-64.7167857
1.47212e-06,-65.1074026
1.47216e-06,-65.5145471
1.4722e-06,-65.4642244
1.47224e-06,-65.5470725
1.47228e-06,-64.6800016
1.47232e-06,-65.7259199
1.47236e-06,-65.2087366
1.4724e-06,-65.3235228
1.47244e-06,-65.2057817
1.47248e-06,-64.9035642
1.47252e-06,-65.6084146
1.47256e-06,-65.1043087
1.4726e-06,-65.5770337
1.47264e-06,-64.8291452
1.47268e-06,-64.442396
1.47272e-06,-64.8321353
1.47276e-06,-64.9184478
1.4728e-06,-65.4159432
1.47284e-06,-64.8963398
1.47288e-06,-64.6797964
1.47292e-06,-64.6664177
1.47296e-06,-64.4544527
1.473e-06,-65.0913372
1.47304e-06,-64.3709157
1.47308e-06,-64.1282869
1.47312e-06,-64.6668916
1.47316e-06,-64.5819243
1.4732e-06,-64.9694869
1.47324e-06,-64.7840974
1.47328e-06,-64.484878
1.47332e-06,-64.8938489
1.47336e-06,-64.8441789
1.4734e-06,-65.4457332
1.47344e-06,-64.8421127
1.47348e-06,-64.8679959
1.47352e-06,-64.8898665
1.47356e-06,-65.2578982
1.4736e-06,-65.428138
1.47364e-06,-65.0564015
1.47368e-06,-64.844409
1.47372e-06,-65.5546042
1.47376e-06,-65.4600032
1.4738e-06,-65.5755412
1.47384e-06,-65.2144472
1.47388e-06,-64.9141293
1.47392e-06,-64.873542
1.47396e-06,-65.1262904
1.474e-06,-65.7597056
1.47404e-06,-64.8982237
1.47408e-06,-64.722479
1.47412e-06,-64.8067924
1.47416e-06,-64.8946079
1.4742e-06,-65.0000766
1.47424e-06,-64.936337
1.47428e-06,-64.8693875
1.47432e-06,-64.6897756
1.47436e-06,-64.5942161
1.4744e-06,-64.9444874
1.47444e-06,-64.979649
1.47448e-06,-64.8012086
1.47452e-06,-65.0897834
1.47456e-06,-65.2371036
1.4746e-06,-65.6888956
1.47464e-06,-65.0248812
1.47468e-06,-65.0442363
1.47472e-06,-65.0407273
1.47476e-06,-64.8657479
1.4748e-06,-65.4003249
1.47484e-06,-64.8721433
1.47488e-06,-65.0453039
1.47492e-06,-64.9640791
1.47496e-06,-64.8807856
1.475e-06,-65.6891801
1.47504e-06,-64.946164
1.47508e-06,-65.0760272
1.47512e-06,-65.432541
1.47516e-06,-65.051797
1.4752e-06,-65.5774304
1.47524e-06,-65.1799933
1.47528e-06,-65.2587818
1.47532e-06,-65.19302
1.47536e-06,-65.1783668
1.4754e-06,-65.5268444
1.47544e-06,-65.1982061
1.47548e-06,-65.339904
1.47552e-06,-65.1983668
1.47556e-06,-64.6179105
1.4756e-06,-65.3910315
1.47564e-06,-64.8671248
1.47568e-06,-65.2608404
1.47572e-06,-65.1491648
1.47576e-06,-64.9657868
1.4758e-06,-65.4025721
1.47584e-06,-64.8876066
1.47588e-06,-65.008611
1.47592e-06,-64.7517966
1.47596e-06,-65.0834899
1.476e-06,-65.5718094
1.47604e-06,-65.4517985
1.47608e-06,-64.7921395
1.47612e-06,-65.1499694
1.47616e-06,-64.7286203
1.4762e-06,-65.1181344
1.47624e-06,-64.5609513
1.47628e-06,-64.9735742
1.47632e-06,-65.0501004
1.47636e-06,-64.8068584
1.4764e-06,-64.9864916
1.47644e-06,-65.3701627
1.47648e-06,-65.2709461
1.47652e-06,-64.9320211
1.47656e-06,-65.735501
1.4766e-06,-65.1736897
1.47664e-06,-65.3587432
1.47668e-06,-64.7788738
1.47672e-06,-64.5114212
1.47676e-06,-64.6780297
1.4768e-06,-65.0256281
1.47684e-06,-65.0236515
1.47688e-06,-64.849892
1.47692e-06,-65.1410881
1.47696e-06,-65.1746681
1.477e-06,-65.329829
1.47704e-06,-65.8693283
1.47708e-06,-64.9988849
1.47712e-06,-65.2852637
1.47716e-06,-65.6156585
1.4772e-06,-65.2125178
1.47724e-06,-65.6876807
1.47728e-06,-64.9424831
1.47732e-06,-65.1416859
1.47736e-06,-65.1946682
1.4774e-06,-64.7572486
1.47744e-06,-65.3997786
1.47748e-06,-65.1407344
1.47752e-06,-65.6210532
1.47756e-06,-65.1029736
1.4776e-06,-65.0037859
1.47764e-06,-65.6416612
1.47768e-06,-65.2708232
1.47772e-06,-65.4165526
1.47776e-06,-65.0780493
1.4778e-06,-65.0943744
1.47784e-06,-65.2418641
1.47788e-06,-64.8554881
1.47792e-06,-64.7403278
1.47796e-06,-64.8556093
1.478e-06,-64.7217532
1.47804e-06,-65.1074762
1.47808e-06,-65.5116766
1.47812e-06,-65.1262517
1.47816e-06,-64.8920992
1.4782e-06,-64.76897
1.47824e-06,-65.3135087
1.47828e-06,-65.4994611
1.47832e-06,-65.7542679
1.47836e-06,-65.2952872
1.4784e-06,-65.7518335
1.47844e-06,-66.0674743
1.47848e-06,-65.7446284
1.47852e-06,-65.870899
1.47856e-06,-65.7281071
1.4786e-06,-65.4109189
1.47864e-06,-66.0554808
1.47868e-06,-65.8676741
1.47872e-06,-65.309938
1.47876e-06,-65.2618286
1.4788e-06,-65.1935705
1.47884e-06,-65.2683025
1.47888e-06,-65.7685418
1.47892e-06,-65.2800998
1.47896e-06,-65.7261381
1.479e-06,-65.4466035
1.47904e-06,-65.3475733
1.47908e-06,-65.6603446
1.47912e-06,-64.9575707
1.47916e-06,-65.217295
1.4792e-06,-65.6280653
1.47924e-06,-65.2253263
1.47928e-06,-65.8339751
1.47932e-06,-65.3841408
1.47936e-06,-65.5581188
1.4794e-06,-65.8104858
1.47944e-06,-65.2243065
1.47948e-06,-66.1354803
1.47952e-06,-65.2195573
1.47956e-06,-65.6848221
1.4796e-06,-65.5378375
1.47964e-06,-64.9850249
1.47968e-06,-65.4976114
1.47972e-06,-65.3809671
1.47976e-06,-65.0846112
1.4798e-06,-65.646792
1.47984e-06,-64.9594844
1.47988e-06,-65.5108909
1.47992e-06,-65.4911456
1.47996e-06,-65.2631733
1.48e-06,-65.2925494
1.48004e-06,-65.1632096
1.48008e-06,-65.6574117
1.48012e-06,-65.686195
1.48016e-06,-65.1621469
1.4802e-06,-65.3679569
1.48024e-06,-64.9585017
1.48028e-06,-65.274158
1.48032e-06,-65.3484667
1.48036e-06,-65.0686147
1.4804e-06,-65.2171061
1.48044e-06,-65.2611962
1.48048e-06,-65.0094504
1.48052e-06,-65.5388847
1.48056e-06,-64.6962622
1.4806e-06,-65.5214984
1.48064e-06,-65.3182513
1.48068e-06,-65.8289993
1.48072e-06,-65.707275
1.48076e-06,-65.523577
1.4808e-06,-65.5838629
1.48084e-06,-65.6236448
1.48088e-06,-65.5721827
1.48092e-06,-65.6262685
1.48096e-06,-65.3136697
1.481e-06,-65.9457814
1.48104e-06,-65.4665508
1.48108e-06,-65.3541984
1.48112e-06,-66.0354397
1.48116e-06,-65.6140783
1.4812e-06,-65.7756977
1.48124e-06,-65.7431892
1.48128e-06,-65.4835029
1.48132e-06,-65.6825527
1.48136e-06,-65.4074817
1.4814e-06,-65.7513932
1.48144e-06,-65.4625951
1.48148e-06,-64.8180518
1.48152e-06,-65.3906974
1.48156e-06,-65.1082478
1.4816e-06,-65.3273104
1.48164e-06,-65.8791536
1.48168e-06,-65.4463022
1.48172e-06,-65.6123981
1.48176e-06,-65.3257995
1.4818e-06,-65.4766444
1.48184e-06,-65.8349193
1.48188e-06,-65.3592663
1.48192e-06,-65.5870237
1.48196e-06,-65.776822
1.482e-06,-65.7129666
1.48204e-06,-65.9393836
1.48208e-06,-65.4124958
1.48212e-06,-65.3744185
1.48216e-06,-65.3754185
1.4822e-06,-65.5647942
1.48224e-06,-65.6239952
1.48228e-06,-65.5060744
1.48232e-06,-65.2804565
1.48236e-06,-65.5722833
1.4824e-06,-65.731528
1.48244e-06,-65.4485666
1.48248e-06,-65.6119159
1.48252e-06,-65.3702648
1.48256e-06,-65.5583782
1.4826e-06,-65.7097925
1.48264e-06,-65.9227799
1.48268e-06,-65.3390055
1.48272e-06,-65.5976724
1.48276e-06,-65.616139
1.4828e-06,-65.6111898
1.48284e-06,-65.8117247
1.48288e-06,-65.5738227
1.48292e-06,-65.2533904
1.48296e-06,-65.3791439
1.483e-06,-65.6098621
1.48304e-06,-65.6425042
1.48308e-06,-65.1982642
1.48312e-06,-65.2627459
1.48316e-06,-65.4788054
1.4832e-06,-65.8313772
1.48324e-06,-65.9626632
1.48328e-06,-65.4850616
1.48332e-06,-65.8290066
1.48336e-06,-65.6247421
1.4834e-06,-65.6442683
1.48344e-06,-66.0406914
1.48348e-06,-65.3970031
1.48352e-06,-65.9603987
1.48356e-06,-65.3475434
1.4836e-06,-65.7123059
1.48364e-06,-66.0881042
1.48368e-06,-65.9176952
1.48372e-06,-65.6251481
1.48376e-06,-65.7316279
1.4838e-06,-65.464344
1.48384e-06,-66.1642323
1.48388e-06,-65.2215047
1.48392e-06,-65.5604327
1.48396e-06,-65.6191006
1.484e-06,-65.5793038
1.48404e-06,-65.8604654
1.48408e-06,-65.3393567
1.48412e-06,-65.5716172
1.48416e-06,-65.723168
1.4842e-06,-65.3910687
1.48424e-06,-66.0613131
1.48428e-06,-65.2885801
1.48432e-06,-65.424108
1.48436e-06,-65.4500437
1.4844e-06,-65.1512646
1.48444e-06,-65.6596838
