Wavelength [m],Power [dBm]
1.47e-06,-58.8832049
1.47004e-06,-58.9963708
1.47008e-06,-59.2396977
1.47012e-06,-59.2968202
1.47016e-06,-59.4372808
1.4702e-06,-59.4711988
1.47024e-06,-59.5702938
1.47028e-06,-59.7153647
1.47032e-06,-59.5691609
1.47036e-06,-59.6677949
1.4704e-06,-59.5082842
1.47044e-06,-59.5470584
1.47048e-06,-59.697131
1.47052e-06,-59.6537616
1.47056e-06,-59.4553851
1.4706e-06,-59.2270921
1.47064e-06,-59.1175391
1.47068e-06,-58.9931981
1.47072e-06,-58.9246726
1.47076e-06,-58.9913151
1.4708e-06,-59.0186191
1.47084e-06,-59.0314957
1.47088e-06,-59.0004229
1.47092e-06,-59.0244663
1.47096e-06,-59.1872395
1.471e-06,-59.0784826
1.47104e-06,-59.4955074
1.47108e-06,-59.445555
1.47112e-06,-59.1208039
1.47116e-06,-59.4295287
1.4712e-06,-59.5206582
1.47124e-06,-59.3296829
1.47128e-06,-59.8207599
1.47132e-06,-59.6185916
1.47136e-06,-59.501415
1.4714e-06,-59.9080661
1.47144e-06,-59.7928268
1.47148e-06,-59.5232377
1.47152e-06,-59.8037704
1.47156e-06,-59.5368365
1.4716e-06,-59.4422636
1.47164e-06,-59.7432306
1.47168e-06,-59.5206838
1.47172e-06,-59.5874916
1.47176e-06,-59.4272638
1.4718e-06,-59.4894392
1.47184e-06,-59.8241051
1.47188e-06,-59.5769983
1.47192e-06,-59.6503511
1.47196e-06,-59.5906171
1.472e-06,-59.7182513
1.47204e-06,-59.5921091
1.47208e-06,-59.7992838
1.47212e-06,-59.8822227
1.47216e-06,-59.6968108
1.4722e-06,-59.6516252
1.47224e-06,-59.8806973
1.47228e-06,-59.691672
1.47232e-06,-59.7796471
1.47236e-06,-59.3510871
1.4724e-06,-59.2846701
1.47244e-06,-59.4624882
1.47248e-06,-59.305623
1.47252e-06,-59.280337
1.47256e-06,-59.4601846
1.4726e-06,-59.3351581
1.47264e-06,-59.2242854
1.47268e-06,-59.277871
1.47272e-06,-59.3076885
1.47276e-06,-59.3479352
