Wavelength [m],Power [dBm]
1.47e-06,-62.0540315
1.47004e-06,-61.9633294
1.47008e-06,-62.2368427
1.47012e-06,-62.3152626
1.47016e-06,-62.4352724
1.4702e-06,-62.6947962
1.47024e-06,-62.5362093
1.47028e-06,-62.601162
1.47032e-06,-62.2246396
1.47036e-06,-62.6563306
1.4704e-06,-62.5190154
1.47044e-06,-62.6043199
1.47048e-06,-62.6743352
1.47052e-06,-62.5460244
1.47056e-06,-62.5096688
1.4706e-06,-62.5588508
1.47064e-06,-62.2020236
1.47068e-06,-62.5619619
1.47072e-06,-62.0719038
1.47076e-06,-62.3797347
1.4708e-06,-62.3921939
1.47084e-06,-62.1714062
1.47088e-06,-62.1784455
1.47092e-06,-61.9679391
1.47096e-06,-62.1390518
1.471e-06,-62.1132667
1.47104e-06,-62.3089143
1.47108e-06,-62.3001862
1.47112e-06,-62.3142573
1.47116e-06,-62.2857124
1.4712e-06,-62.4709047
1.47124e-06,-62.2807217
1.47128e-06,-62.3158694
1.47132e-06,-62.0793287
1.47136e-06,-62.4394127
1.4714e-06,-62.5758887
1.47144e-06,-62.4936457
1.47148e-06,-62.3060156
1.47152e-06,-62.1930184
1.47156e-06,-62.2260389
1.4716e-06,-62.4474991
1.47164e-06,-62.4381847
1.47168e-06,-62.376141
1.47172e-06,-62.1773599
1.47176e-06,-62.2455642
1.4718e-06,-62.226514
1.47184e-06,-61.9963025
1.47188e-06,-62.0704851
1.47192e-06,-62.1674522
1.47196e-06,-62.158169
1.472e-06,-62.5728877
1.47204e-06,-62.2230667
1.47208e-06,-62.3370451
1.47212e-06,-62.4091042
1.47216e-06,-62.6129572
1.4722e-06,-62.8178526
1.47224e-06,-62.6198135
1.47228e-06,-62.5035794
1.47232e-06,-62.2637251
1.47236e-06,-62.4022584
1.4724e-06,-62.7893866
1.47244e-06,-62.6452135
1.47248e-06,-62.8153539
1.47252e-06,-62.6136746
1.47256e-06,-62.6379004
1.4726e-06,-62.7523067
1.47264e-06,-62.3829442
1.47268e-06,-62.448665
1.47272e-06,-62.2450267
1.47276e-06,-62.4889383
1.4728e-06,-62.6359577
1.47284e-06,-62.3508156
1.47288e-06,-62.4716319
1.47292e-06,-62.4892554
1.47296e-06,-62.7255938
1.473e-06,-62.7450151
1.47304e-06,-62.6774384
1.47308e-06,-62.8482965
1.47312e-06,-62.3232114
1.47316e-06,-62.4247274
1.4732e-06,-62.1936032
1.47324e-06,-62.3111628
1.47328e-06,-62.4527274
1.47332e-06,-62.129005
1.47336e-06,-62.6233792
1.4734e-06,-62.6095123
1.47344e-06,-62.6374323
1.47348e-06,-62.6555407
1.47352e-06,-62.441623
1.47356e-06,-62.541657
1.4736e-06,-62.9199821
1.47364e-06,-62.942231
1.47368e-06,-62.6966971
1.47372e-06,-62.7848134
1.47376e-06,-62.6774052
1.4738e-06,-62.7614148
1.47384e-06,-62.7651168
1.47388e-06,-62.6393245
1.47392e-06,-62.3833804
