Wavelength [m],Power [dBm]
1.47e-06,-64.7266546
1.47004e-06,-64.8034529
1.47008e-06,-65.480979
1.47012e-06,-65.1201987
1.47016e-06,-65.3642966
1.4702e-06,-65.1784863
1.47024e-06,-64.9462079
1.47028e-06,-65.435059
1.47032e-06,-64.8542605
1.47036e-06,-65.2486538
1.4704e-06,-64.8823084
1.47044e-06,-64.5743751
1.47048e-06,-65.302357
1.47052e-06,-64.8405356
1.47056e-06,-65.1464365
1.4706e-06,-65.0443089
1.47064e-06,-64.5134214
1.47068e-06,-65.333146
1.47072e-06,-64.5369058
1.47076e-06,-64.8088155
1.4708e-06,-65.3424673
1.47084e-06,-64.3159758
1.47088e-06,-64.9229799
1.47092e-06,-64.5254251
1.47096e-06,-64.6048275
1.471e-06,-64.529126
1.47104e-06,-64.8002253
1.47108e-06,-65.5356479
1.47112e-06,-64.7516145
1.47116e-06,-64.8542203
1.4712e-06,-65.0585044
1.47124e-06,-64.5741722
1.47128e-06,-65.3944917
1.47132e-06,-64.4761799
1.47136e-06,-65.179336
1.4714e-06,-65.0081482
1.47144e-06,-64.7961191
1.47148e-06,-65.5159465
1.47152e-06,-64.5227196
1.47156e-06,-64.8381729
1.4716e-06,-64.9980159
1.47164e-06,-64.9369671
1.47168e-06,-65.0571424
1.47172e-06,-64.4436383
1.47176e-06,-64.3417081
1.4718e-06,-64.3849774
1.47184e-06,-64.4262312
1.47188e-06,-65.3622255
1.47192e-06,-64.570252
1.47196e-06,-64.7530748
1.472e-06,-64.9081443
1.47204e-06,-64.9183973
1.47208e-06,-65.5833753
1.47212e-06,-64.655526
1.47216e-06,-65.5329839
1.4722e-06,-65.2974081
1.47224e-06,-64.9377942
1.47228e-06,-65.7842107
1.47232e-06,-64.8356925
1.47236e-06,-65.0722483
1.4724e-06,-64.758437
1.47244e-06,-64.563746
1.47248e-06,-66.0076527
1.47252e-06,-64.8827591
1.47256e-06,-65.5657544
1.4726e-06,-64.7366143
1.47264e-06,-64.2711881
1.47268e-06,-65.0595205
1.47272e-06,-64.5212803
1.47276e-06,-65.1547611
1.4728e-06,-64.8698865
1.47284e-06,-64.5913599
1.47288e-06,-65.1375563
1.47292e-06,-64.2385382
1.47296e-06,-64.833194
1.473e-06,-64.5866142
1.47304e-06,-64.1550905
1.47308e-06,-65.0012299
1.47312e-06,-64.3473016
1.47316e-06,-64.5755252
1.4732e-06,-64.5471632
1.47324e-06,-64.1233935
1.47328e-06,-65.2820493
1.47332e-06,-64.3665042
1.47336e-06,-65.0044725
1.4734e-06,-64.8816396
1.47344e-06,-64.7442691
1.47348e-06,-65.0608458
1.47352e-06,-64.9576058
1.47356e-06,-65.0710566
1.4736e-06,-65.0598124
1.47364e-06,-65.1638927
1.47368e-06,-65.727782
1.47372e-06,-65.0763574
1.47376e-06,-65.3944564
1.4738e-06,-65.1000573
1.47384e-06,-64.777397
1.47388e-06,-65.2339855
1.47392e-06,-64.9436787
1.47396e-06,-65.2460918
1.474e-06,-65.3122755
1.47404e-06,-64.5332232
1.47408e-06,-65.0238747
1.47412e-06,-64.5812142
1.47416e-06,-64.6078157
1.4742e-06,-64.5619428
1.47424e-06,-64.710592
1.47428e-06,-64.874618
1.47432e-06,-64.6902741
1.47436e-06,-64.8107151
1.4744e-06,-64.8461056
1.47444e-06,-64.4673033
1.47448e-06,-65.0015369
1.47452e-06,-64.9431994
1.47456e-06,-65.0487494
1.4746e-06,-65.2631682
1.47464e-06,-65.2680312
1.47468e-06,-65.1578218
1.47472e-06,-64.9284565
1.47476e-06,-65.0517427
1.4748e-06,-65.0176819
1.47484e-06,-64.7990434
1.47488e-06,-65.0191233
1.47492e-06,-64.8018317
1.47496e-06,-65.2480114
1.475e-06,-65.0322071
1.47504e-06,-65.3499497
1.47508e-06,-65.6651435
1.47512e-06,-65.2065266
1.47516e-06,-65.2466066
1.4752e-06,-64.9794832
1.47524e-06,-64.651267
1.47528e-06,-65.3074028
1.47532e-06,-65.3734135
1.47536e-06,-64.9360481
1.4754e-06,-65.2335747
1.47544e-06,-65.1745666
1.47548e-06,-65.6732284
1.47552e-06,-65.103602
1.47556e-06,-64.8137554
1.4756e-06,-64.733001
1.47564e-06,-64.7517895
1.47568e-06,-65.445921
1.47572e-06,-65.5747651
1.47576e-06,-64.8988528
1.4758e-06,-65.193734
1.47584e-06,-65.260699
1.47588e-06,-65.219281
1.47592e-06,-65.6570824
1.47596e-06,-64.6328103
1.476e-06,-64.9185558
1.47604e-06,-65.1658206
1.47608e-06,-64.6797166
1.47612e-06,-65.2983768
1.47616e-06,-64.5813545
1.4762e-06,-64.761733
1.47624e-06,-64.6820388
1.47628e-06,-65.0295888
1.47632e-06,-65.0411365
1.47636e-06,-64.7712886
1.4764e-06,-64.8392261
1.47644e-06,-64.8339656
1.47648e-06,-64.9633773
1.47652e-06,-65.2907345
1.47656e-06,-64.8835771
1.4766e-06,-65.0550523
1.47664e-06,-64.8527202
1.47668e-06,-64.2959395
1.47672e-06,-64.7570962
1.47676e-06,-64.24656
1.4768e-06,-64.3643149
1.47684e-06,-64.5332588
1.47688e-06,-64.2091723
1.47692e-06,-65.1213436
1.47696e-06,-65.1231277
1.477e-06,-65.254909
1.47704e-06,-65.2961905
1.47708e-06,-64.9371619
1.47712e-06,-65.3136828
1.47716e-06,-65.3073471
1.4772e-06,-64.9277126
1.47724e-06,-64.8091217
1.47728e-06,-64.9877244
1.47732e-06,-64.7791219
1.47736e-06,-64.6738651
1.4774e-06,-64.4863216
1.47744e-06,-65.1705829
1.47748e-06,-64.7776354
1.47752e-06,-64.8448673
1.47756e-06,-65.6771198
1.4776e-06,-64.8721193
1.47764e-06,-65.3124327
1.47768e-06,-65.0838684
1.47772e-06,-65.2426407
1.47776e-06,-65.4220934
1.4778e-06,-64.7737824
1.47784e-06,-65.0745617
1.47788e-06,-64.6412576
1.47792e-06,-64.3419873
1.47796e-06,-64.7783739
1.478e-06,-64.4761844
1.47804e-06,-64.8258663
1.47808e-06,-64.8156551
1.47812e-06,-64.63732
1.47816e-06,-64.811982
1.4782e-06,-64.6258998
1.47824e-06,-65.3614371
1.47828e-06,-65.2233571
1.47832e-06,-65.0674414
1.47836e-06,-65.5029867
1.4784e-06,-64.9473197
1.47844e-06,-65.619172
1.47848e-06,-65.6353941
1.47852e-06,-65.4897439
1.47856e-06,-65.2387862
1.4786e-06,-65.4432409
1.47864e-06,-65.8692489
1.47868e-06,-65.8363749
1.47872e-06,-64.9488062
1.47876e-06,-65.0414329
1.4788e-06,-65.1121478
1.47884e-06,-65.4992624
1.47888e-06,-65.3020959
1.47892e-06,-65.0112391
1.47896e-06,-64.8269894
1.479e-06,-65.1600626
1.47904e-06,-65.1400558
1.47908e-06,-65.2994438
1.47912e-06,-64.3720302
1.47916e-06,-64.7988501
1.4792e-06,-65.1714534
1.47924e-06,-65.2358133
1.47928e-06,-65.5118091
1.47932e-06,-65.0598327
1.47936e-06,-65.4285188
1.4794e-06,-65.7004977
1.47944e-06,-64.807299
1.47948e-06,-65.5870913
1.47952e-06,-65.3312526
1.47956e-06,-65.5797605
1.4796e-06,-65.743076
1.47964e-06,-64.8656532
1.47968e-06,-65.0727115
1.47972e-06,-65.0915798
1.47976e-06,-65.1025801
1.4798e-06,-65.34517
1.47984e-06,-65.0645155
1.47988e-06,-65.6161215
1.47992e-06,-65.1817704
1.47996e-06,-65.3646944
1.48e-06,-65.3752541
1.48004e-06,-65.0309609
1.48008e-06,-65.9174741
1.48012e-06,-65.3764972
1.48016e-06,-65.0552563
1.4802e-06,-64.8572375
1.48024e-06,-64.6913596
1.48028e-06,-65.7497058
1.48032e-06,-65.3794932
1.48036e-06,-65.1278445
1.4804e-06,-65.2691516
1.48044e-06,-64.7512879
1.48048e-06,-65.0801952
1.48052e-06,-65.3995583
1.48056e-06,-64.8699718
1.4806e-06,-64.8080338
1.48064e-06,-65.5436689
1.48068e-06,-65.5336346
1.48072e-06,-65.7411892
1.48076e-06,-65.2499623
1.4808e-06,-65.4336527
1.48084e-06,-65.4861768
1.48088e-06,-65.1899826
1.48092e-06,-65.7815187
1.48096e-06,-65.035262
1.481e-06,-65.3870899
1.48104e-06,-65.5507198
1.48108e-06,-65.0342148
1.48112e-06,-66.0486622
1.48116e-06,-65.2925066
1.4812e-06,-65.5473121
1.48124e-06,-65.1176233
1.48128e-06,-65.4440956
1.48132e-06,-65.6281163
1.48136e-06,-65.0913264
1.4814e-06,-65.1235404
1.48144e-06,-65.2289684
1.48148e-06,-64.5850478
1.48152e-06,-65.3932618
1.48156e-06,-64.806272
1.4816e-06,-65.3473805
1.48164e-06,-65.0652395
1.48168e-06,-64.8245004
1.48172e-06,-65.4859424
1.48176e-06,-65.0079999
1.4818e-06,-65.3702297
1.48184e-06,-64.9746865
1.48188e-06,-65.0731415
1.48192e-06,-66.1434758
1.48196e-06,-65.2492973
1.482e-06,-65.8048174
1.48204e-06,-65.5228232
1.48208e-06,-65.2142285
1.48212e-06,-65.9302958
1.48216e-06,-65.6243933
1.4822e-06,-65.5628395
1.48224e-06,-65.2471446
1.48228e-06,-65.1379391
1.48232e-06,-65.6889626
1.48236e-06,-64.8219021
1.4824e-06,-65.5494482
1.48244e-06,-65.1502873
1.48248e-06,-65.1896405
1.48252e-06,-65.5173811
1.48256e-06,-65.297046
1.4826e-06,-65.2695577
1.48264e-06,-65.1996237
1.48268e-06,-65.3630867
1.48272e-06,-65.9414339
1.48276e-06,-65.4913491
1.4828e-06,-65.6416351
1.48284e-06,-64.9990789
1.48288e-06,-65.2332528
1.48292e-06,-65.5946871
1.48296e-06,-65.1702606
1.483e-06,-65.4746478
1.48304e-06,-65.0561461
1.48308e-06,-64.7675647
1.48312e-06,-65.8950997
1.48316e-06,-65.1019582
1.4832e-06,-65.6991906
1.48324e-06,-65.2817016
1.48328e-06,-65.1690338
1.48332e-06,-66.01625
1.48336e-06,-65.1328864
1.4834e-06,-65.259674
1.48344e-06,-65.245964
1.48348e-06,-64.9891289
1.48352e-06,-65.5026991
1.48356e-06,-65.0946109
1.4836e-06,-65.3380156
1.48364e-06,-65.3571893
1.48368e-06,-65.2743847
1.48372e-06,-65.999384
1.48376e-06,-65.130377
1.4838e-06,-65.5333165
1.48384e-06,-65.6481315
1.48388e-06,-65.3382637
1.48392e-06,-65.8092655
1.48396e-06,-65.0168222
1.484e-06,-65.0815124
1.48404e-06,-64.8334377
1.48408e-06,-65.131943
1.48412e-06,-65.5741361
1.48416e-06,-65.2910602
1.4842e-06,-65.2276503
1.48424e-06,-64.9566097
1.48428e-06,-64.98296
1.48432e-06,-65.0988459
1.48436e-06,-64.9879495
1.4844e-06,-64.8497834
1.48444e-06,-64.4231201
1.48448e-06,-64.7835689
1.48452e-06,-65.4883859
1.48456e-06,-65.1601169
1.4846e-06,-64.5424879
1.48464e-06,-64.4352898
1.48468e-06,-64.9693413
1.48472e-06,-65.1572679
1.48476e-06,-65.0430478
1.4848e-06,-65.0508587
1.48484e-06,-64.3777497
1.48488e-06,-64.5192846
1.48492e-06,-65.3269495
1.48496e-06,-64.5544507
1.485e-06,-65.4514048
1.48504e-06,-64.7200366
1.48508e-06,-64.6872433
1.48512e-06,-65.1407337
1.48516e-06,-64.4831144
1.4852e-06,-64.5105853
1.48524e-06,-64.1101825
1.48528e-06,-64.282861
1.48532e-06,-64.7395778
1.48536e-06,-64.6681113
1.4854e-06,-64.4724872
1.48544e-06,-64.242069
1.48548e-06,-64.6561413
1.48552e-06,-65.3109127
1.48556e-06,-65.0387567
1.4856e-06,-64.8436774
1.48564e-06,-64.7474862
1.48568e-06,-64.8038298
1.48572e-06,-65.7383407
1.48576e-06,-64.7134136
1.4858e-06,-64.7401983
1.48584e-06,-64.7657066
1.48588e-06,-64.5490181
1.48592e-06,-64.9737607
1.48596e-06,-64.5055118
1.486e-06,-64.1343127
1.48604e-06,-64.5633451
1.48608e-06,-64.9755336
1.48612e-06,-65.2506862
1.48616e-06,-64.9256227
1.4862e-06,-64.4532971
1.48624e-06,-64.5909183
1.48628e-06,-64.6029199
1.48632e-06,-64.8508509
1.48636e-06,-64.4426493
1.4864e-06,-63.7658012
1.48644e-06,-64.6419367
1.48648e-06,-64.7852436
1.48652e-06,-64.6322078
1.48656e-06,-64.7836402
1.4866e-06,-64.395874
1.48664e-06,-64.8187311
1.48668e-06,-65.1559598
1.48672e-06,-64.5901339
1.48676e-06,-64.6137067
1.4868e-06,-64.0981115
1.48684e-06,-64.3064886
1.48688e-06,-64.9062938
1.48692e-06,-64.3947638
1.48696e-06,-64.5388331
1.487e-06,-64.2201797
1.48704e-06,-64.5503397
