Wavelength [m],Power [dBm]
1.47e-06,-66.9561383
1.47004e-06,-67.5140504
1.47008e-06,-66.8523232
1.47012e-06,-67.5960646
1.47016e-06,-67.8021148
1.4702e-06,-67.7155049
1.47024e-06,-67.2923927
1.47028e-06,-67.5678893
1.47032e-06,-67.3497441
1.47036e-06,-67.2858306
1.4704e-06,-67.183881
1.47044e-06,-67.5779832
1.47048e-06,-66.6206522
1.47052e-06,-67.7451774
1.47056e-06,-67.4934075
1.4706e-06,-67.0535279
1.47064e-06,-67.2499036
1.47068e-06,-66.9959009
1.47072e-06,-67.2834786
1.47076e-06,-66.9184572
1.4708e-06,-67.214298
1.47084e-06,-67.161482
1.47088e-06,-66.5868411
1.47092e-06,-66.9643163
1.47096e-06,-66.9267894
1.471e-06,-67.0730958
1.47104e-06,-67.5392241
1.47108e-06,-66.8883282
1.47112e-06,-67.1010973
1.47116e-06,-66.7328108
1.4712e-06,-67.4794229
1.47124e-06,-67.0426829
1.47128e-06,-66.8910659
1.47132e-06,-67.3853875
1.47136e-06,-66.8875278
1.4714e-06,-67.4198856
1.47144e-06,-67.8542078
1.47148e-06,-67.0584658
1.47152e-06,-67.2803477
1.47156e-06,-66.7264281
1.4716e-06,-67.4879328
1.47164e-06,-67.3500252
1.47168e-06,-66.9927774
1.47172e-06,-67.4285766
1.47176e-06,-66.5103791
1.4718e-06,-67.3859362
1.47184e-06,-67.246858
1.47188e-06,-66.5434262
1.47192e-06,-67.5056333
1.47196e-06,-67.0403175
1.472e-06,-67.6551744
1.47204e-06,-67.2547851
1.47208e-06,-67.0781363
1.47212e-06,-67.4633953
1.47216e-06,-67.1551623
1.4722e-06,-67.6134914
1.47224e-06,-68.011456
1.47228e-06,-67.0547222
1.47232e-06,-67.8669497
1.47236e-06,-66.9415896
1.4724e-06,-67.4909505
1.47244e-06,-67.8753222
1.47248e-06,-67.270327
1.47252e-06,-67.2796454
1.47256e-06,-67.6619344
1.4726e-06,-67.6014453
1.47264e-06,-67.1811447
1.47268e-06,-66.4344092
1.47272e-06,-67.3034232
1.47276e-06,-67.0802735
1.4728e-06,-67.3636619
1.47284e-06,-67.6820976
1.47288e-06,-66.8535681
1.47292e-06,-66.9904924
1.47296e-06,-66.7997305
1.473e-06,-67.3432925
1.47304e-06,-66.4725243
1.47308e-06,-66.2937533
1.47312e-06,-66.61085
1.47316e-06,-66.9049352
1.4732e-06,-66.9402891
1.47324e-06,-66.9817919
1.47328e-06,-66.717267
1.47332e-06,-66.9662368
1.47336e-06,-66.9427653
1.4734e-06,-67.0585058
1.47344e-06,-67.0632933
1.47348e-06,-66.9996554
1.47352e-06,-67.0521997
1.47356e-06,-66.8733479
1.4736e-06,-66.7565363
1.47364e-06,-67.6669605
1.47368e-06,-67.0761528
1.47372e-06,-67.7028801
1.47376e-06,-67.2783319
1.4738e-06,-67.4827873
1.47384e-06,-67.3308896
1.47388e-06,-66.8093083
1.47392e-06,-67.4982285
1.47396e-06,-67.4115204
1.474e-06,-67.0466084
1.47404e-06,-67.0894349
1.47408e-06,-66.521121
1.47412e-06,-67.2566195
1.47416e-06,-66.7435587
1.4742e-06,-67.1161527
1.47424e-06,-67.3010062
1.47428e-06,-66.7268745
1.47432e-06,-66.9938637
1.47436e-06,-66.9040864
1.4744e-06,-66.7881279
1.47444e-06,-67.5386495
1.47448e-06,-66.1808683
1.47452e-06,-66.7708244
1.47456e-06,-67.195642
1.4746e-06,-67.447649
1.47464e-06,-67.278396
1.47468e-06,-67.0754279
1.47472e-06,-67.0682402
1.47476e-06,-66.7106531
1.4748e-06,-67.2016132
1.47484e-06,-67.4811875
1.47488e-06,-66.901381
1.47492e-06,-67.3271423
1.47496e-06,-67.5732667
1.475e-06,-67.3730519
1.47504e-06,-67.4659484
1.47508e-06,-67.3382039
1.47512e-06,-68.3064609
1.47516e-06,-67.5981159
1.4752e-06,-67.6777344
1.47524e-06,-67.4377563
1.47528e-06,-66.7639586
1.47532e-06,-67.5970099
1.47536e-06,-67.2627501
1.4754e-06,-66.9125403
1.47544e-06,-67.7147742
1.47548e-06,-67.307953
1.47552e-06,-67.3639934
1.47556e-06,-67.3966934
1.4756e-06,-66.9239947
1.47564e-06,-67.2147773
1.47568e-06,-66.7376563
1.47572e-06,-67.5289261
1.47576e-06,-67.5133573
1.4758e-06,-66.959429
1.47584e-06,-67.3613643
1.47588e-06,-67.2833001
1.47592e-06,-67.2382863
1.47596e-06,-66.6542938
1.476e-06,-66.5360533
1.47604e-06,-67.997448
1.47608e-06,-67.1734602
1.47612e-06,-66.8437246
1.47616e-06,-66.8280572
1.4762e-06,-67.0258206
1.47624e-06,-66.6993741
1.47628e-06,-67.2089232
1.47632e-06,-67.2685478
1.47636e-06,-66.8987982
1.4764e-06,-66.5438577
1.47644e-06,-66.97922
