Wavelength [m],Power [dBm]
1.47e-06,-62.8470242
1.47004e-06,-62.7615244
1.47008e-06,-62.4049603
1.47012e-06,-62.8611763
1.47016e-06,-62.828519
1.4702e-06,-63.0314362
1.47024e-06,-63.1165472
1.47028e-06,-62.6748955
1.47032e-06,-63.0684162
1.47036e-06,-62.9961726
1.4704e-06,-62.8739501
1.47044e-06,-63.0853855
1.47048e-06,-62.8602851
1.47052e-06,-62.916954
1.47056e-06,-63.3231796
1.4706e-06,-63.0090508
1.47064e-06,-62.8182997
1.47068e-06,-62.528391
1.47072e-06,-62.8530618
1.47076e-06,-62.8979017
1.4708e-06,-62.549027
1.47084e-06,-62.6433601
1.47088e-06,-62.4542115
1.47092e-06,-62.3332571
1.47096e-06,-62.7140882
1.471e-06,-62.4387345
1.47104e-06,-62.7381856
1.47108e-06,-62.552501
1.47112e-06,-62.5759392
1.47116e-06,-62.8913036
1.4712e-06,-62.3079688
1.47124e-06,-62.6575103
1.47128e-06,-62.3855552
1.47132e-06,-62.576751
1.47136e-06,-62.8890507
1.4714e-06,-62.6588349
1.47144e-06,-62.5939659
1.47148e-06,-62.5875776
1.47152e-06,-62.5452424
1.47156e-06,-62.9708649
1.4716e-06,-62.4885606
1.47164e-06,-62.693482
1.47168e-06,-62.5411405
1.47172e-06,-62.305014
1.47176e-06,-62.3713714
1.4718e-06,-62.2504064
1.47184e-06,-62.1150242
1.47188e-06,-62.2563082
1.47192e-06,-62.4140377
1.47196e-06,-62.8824398
1.472e-06,-62.9342481
1.47204e-06,-62.6674713
1.47208e-06,-62.4317505
1.47212e-06,-62.4765509
1.47216e-06,-63.3151209
1.4722e-06,-63.0608432
1.47224e-06,-63.1038659
1.47228e-06,-62.9298329
1.47232e-06,-62.6572081
1.47236e-06,-62.7577999
1.4724e-06,-62.6866867
1.47244e-06,-62.7922334
1.47248e-06,-62.6487008
1.47252e-06,-62.8238445
1.47256e-06,-63.0060707
1.4726e-06,-62.7615204
1.47264e-06,-62.56802
1.47268e-06,-62.3661593
1.47272e-06,-62.7015013
1.47276e-06,-63.0381839
1.4728e-06,-62.8635608
1.47284e-06,-62.9671752
1.47288e-06,-62.6072763
1.47292e-06,-62.829408
1.47296e-06,-62.8840312
1.473e-06,-62.7894602
1.47304e-06,-62.9100296
1.47308e-06,-62.4093168
1.47312e-06,-62.7894602
1.47316e-06,-62.8457614
1.4732e-06,-62.8053695
1.47324e-06,-62.7779306
1.47328e-06,-62.4634159
1.47332e-06,-62.7296603
1.47336e-06,-62.8627506
1.4734e-06,-62.8063746
1.47344e-06,-62.8219348
1.47348e-06,-62.0379349
1.47352e-06,-62.713866
1.47356e-06,-62.7365043
1.4736e-06,-62.8399785
1.47364e-06,-62.8487554
1.47368e-06,-62.5419175
1.47372e-06,-62.972313
1.47376e-06,-63.0609332
1.4738e-06,-62.9834714
1.47384e-06,-62.8428093
1.47388e-06,-62.4414649
1.47392e-06,-62.819524
1.47396e-06,-62.9930863
1.474e-06,-62.7582954
1.47404e-06,-62.8756599
1.47408e-06,-62.3004865
1.47412e-06,-62.8853544
1.47416e-06,-62.9967339
1.4742e-06,-62.8280288
1.47424e-06,-62.8649684
1.47428e-06,-62.0302012
1.47432e-06,-62.7200888
1.47436e-06,-62.5200843
1.4744e-06,-62.5472866
1.47444e-06,-62.7891797
1.47448e-06,-62.4115969
1.47452e-06,-62.7772457
1.47456e-06,-62.9705097
1.4746e-06,-62.8323526
1.47464e-06,-63.1310037
1.47468e-06,-62.6293175
1.47472e-06,-62.8992604
1.47476e-06,-63.1163588
