1058855	1004996	18.62986632
1056676	1007464	24.72986632
1055803	1003558	30.95986632
1062671	1007881	35.12986632
1045999	1002125	36.98986632
1050454	1000376	36.11986632
1039781	996897	31.78986632
1047067	998200	25.72986632
1055184	1005916	18.92986632
1060536	1005934	12.42986632
1063455	1009459	7.32986632
1076750	1012001	2.92986632
1077331	1015383	0.62986632
1073842	1008653	1.32986632
1075892	1015928	2.02986632
1075037	1021673	4.42986632
1071150	1014340	7.72986632
1066650	1008308	11.02986632
1065406	1016750	14.62986632
1064159	1014653	16.92986632
1060999	1013516	21.12986632
1059565	1011021	23.82986632
1062086	1019800	26.52986632
1062565	1013831	28.92986632
1063704	1020346	30.39986632
1060276	1023866	31.48986632
1058008	1020479	33.06986632
1042661	1004150	34.18986632
1055500	1017448	35.13986632
1056820	1022059	35.55986632
1056201	1016962	36.20986632
1055426	1016321	36.53986632
1055723	1019465	36.85986632
