1068695	1018885	1.172142857
1054135	1016154	3.212142857
1063548	1040876	7.902142857
1053195	1029313	14.60214286
1060569	1035228	22.20214286
1047749	1028700	29.40214286
1049003	1025232	35.90214286
1059766	1035810	38.30214286
1062039	1038652	39.10214286
1065039	1032508	35.50214286
1065623	1022646	30.20214286
1074324	1034453	25.30214286
1061021	1017846	18.10214286
1076902	1025550	13.50214286
1080401	1030125	9.102142857
1077198	1028916	5.302142857
1072297	1022433	2.852142857
1069300	1032940	1.402142857
1066805	1028257	0.842142857
1064797	1029122	0.872142857
1067145	1037761	1.642142857
1069620	1033979	2.802142857
1064424	1034527	4.352142857
1070238	1038654	5.612142857
1056268	1029684	7.702142857
1062424	1041336	8.902142857
1060503	1035944	10.40214286
1061756	1039957	12.50214286
1053246	1024654	14.10214286
1053944	1034020	16.00214286
1060043	1032065	17.70214286
1061111	1045098	18.70214286
1064883	1038874	19.90214286
