1068312	1008504	0.30748658
1063801	1012556	0.50748658
1061530	1015012	4.20748658
1056595	1010641	9.00748658
1055986	1007341	17.40748658
1056991	1011070	24.20748658
1064460	1010364	31.09748658
1050956	1003637	35.28748658
1060418	1013437	36.61748658
1063544	1003473	34.83748658
1067321	1007605	31.83748658
1074496	1002194	26.50748658
1075232	1004779	21.50748658
1084817	1012374	15.40748658
1088190	1012500	10.40748658
1086147	1015297	6.60748658
1085250	1022759	3.30748658
1079089	1019154	0.90748658
1082035	1022410	-0.39251342
1069404	1015506	-0.19251342
1055739	1002256	0.80748658
1079502	1017646	0.70748658
1059963	1004912	1.90748658
1069904	1011904	1.90748658
1068208	1017464	3.00748658
1066604	1015615	4.70748658
1051202	1005957	7.30748658
1068858	1018002	8.70748658
1062350	1012236	9.20748658
1067088	1018121	11.20748658
1057801	1012557	12.10748658
1061972	1018460	13.30748658
1058324	1006345	15.40748658
