1057460	1004927	22.00214286
1062635	1015992	28.80214286
1047582	998104	33.30214286
1050913	1009101	37.70214286
1034498	989091	36.60214286
1044409	1010482	35.20214286
1041708	1008430	29.20214286
1047709	1006118	22.20214286
1049996	1006423	14.40214286
1056061	1002370	8.202142857
1058178	1009868	3.992142857
1066314	1016125	1.092142857
1066989	1010762	0.262142857
1078150	1015604	0.882142857
1069178	1013145	4.302142857
1064227	1005398	7.202142857
1064881	1013539	11.10214286
1057363	1004262	14.80214286
1055548	1000452	19.10214286
1055298	1012032	21.70214286
1067373	1019161	25.10214286
1057422	1018937	28.60214286
1054717	1007985	30.70214286
1057846	1016710	33.00214286
1056848	1015013	34.30214286
1048860	1008387	35.00214286
1048176	1001677	36.60214286
1048906	1006590	37.30214286
1053376	1016709	38.10214286
1041174	1008666	37.70214286
1044862	1005635	37.60214286
1047194	1012361	38.30214286
1043286	1008833	38.20214286
