1050391	1004005	36.52375
1043070	1003236	35.32375
1039366	1004063	31.02375
1038890	1000666	23.82375
1054984	1017979	16.62375
1042472	1013481	9.62375
1043076	1008498	4.24375
1047778	1013944	0.48375
1046584	1009396	0.12375
1050588	1007680	2.51375
1052780	1006289	6.72375
1053450	1003057	12.52375
1062457	1007845	18.22375
1064387	1009666	23.22375
1058613	1010836	28.92375
1054399	1007520	31.72375
1060407	1012770	34.82375
1058910	1013932	36.42375
1054407	1011379	36.32375
1051294	1014099	37.02375
1050886	1007927	36.02375
1046726	1012887	34.12375
1052536	1015317	33.72375
1050229	1014497	32.62375
1049238	1005635	30.82375
1049452	1014953	29.72375
1047077	1014254	27.82375
1042219	1005219	25.92375
1044319	1008897	24.42375
1050051	1016120	23.62375
1044353	1014627	21.52375
1040691	1011296	20.32375
1052034	1014131	19.32375
