1058470	996509	1.00748658
1066849	1020732	0.30748658
1058031	1006522	4.20748658
1056812	1008507	10.00748658
1057301	1005011	17.00748658
1054812	1002381	25.40748658
1051120	1004555	31.35748658
1044117	1003117	35.37748658
1067298	1013678	36.48748658
1069001	1004936	35.00748658
1061711	999438	32.06748658
1076464	1015083	27.30748658
1082116	1010662	20.60748658
1082125	1006153	15.70748658
1087861	1911589	10.50748658
1089656	1014399	6.30748658
1086979	1010801	3.30748658
1083510	1018450	1.50748658
1069339	1011983	0.20748658
1076141	1020279	-0.09251342
1059607	1007856	0.40748658
1068423	1013631	1.00748658
1069494	1013295	0.90748658
1061638	1007648	2.30748658
1072971	1021680	3.40748658
1069950	1018059	5.50748658
1057681	1013889	6.60748658
1065884	1019593	8.00748658
1064898	1018506	10.10748658
1057181	999862	12.00748658
1063570	1022201	12.20748658
1060175	1014309	14.10748658
1060895	1014536	15.50748658
