1055988	1009790	13.87
1055207	1004115	8.37
1065158	1018564	3.85
1059366	1001887	0.34
1064430	1011126	0.32
1067032	1004942	4.02
1069963	1017485	8.97
1064114	1015050	16.97
1054393	1011934	23.57
1051581	1014642	29.97
1047196	1018119	34.37
1047675	1006387	36.97
1047558	1013159	37.47
1045588	1002329	35.57
1042656	1007584	33.37
1044290	1010271	29.77
1041979	1011570	26.17
1048647	1014714	22.77
1040777	999211	18.27
1055270	1011024	14.87
1042765	1004924	11.67
1047124	1003776	8.77
1050881	1005818	6.67
1053212	1000280	4.69
1059024	1008487	3.46
1061269	1013385	2.24
1058984	1004612	1.64
1061398	1007670	1.04
1063227	1010322	0.51
1068559	1015994	0.22
1065676	1017905	-0.11
1061583	1009622	-0.04
1066008	1013007	0.04
