1055300	1028082	36.57
1057962	1025419	35.07
1062095	1030050	30.27
1071074	1029680	23.47
1069893	1018368	15.87
1072634	1027526	8.97
1067355	1027359	3.17
1054283	1025701	0.25
1060394	1032442	0.57
1059511	1030942	3.29
1043704	1025083	7.77
1042435	1027983	13.77
1046654	1028458	19.67
1051303	1026260	24.07
1039594	1019315	28.27
1039556	1026358	32.97
1043135	1025101	34.87
1049871	1030236	37.07
1053528	1035136	37.97
1047638	1027776	37.37
1053556	1030359	36.37
1055564	1031598	35.57
1056376	1023238	33.87
1061757	1026608	33.07
1060709	1025557	32.17
1066897	1027722	29.67
1066576	1027298	28.07
1071154	1032049	26.47
1068827	1028019	25.27
1073048	1025154	23.07
1070731	1026648	21.97
1065068	1023921	19.47
1075949	1025550	19.37
