1055476	1008339	14.17
1056127	1005504	8.07
1055885	1004192	3.24
1067591	1010013	0.24
1064430	1011126	0.26
1073555	1011430	3.58
1068963	1017485	8.97
1061572	1010054	16.47
1057285	1014713	22.97
1048396	1011634	30.57
1051162	1014131	34.57
1042738	1005905	37.27
1042776	1011464	37.37
1045589	1002299	35.17
1043398	1001255	32.77
1040185	1007431	29.77
1039372	1007373	26.07
1041440	1012911	22.07
1042664	1006456	19.07
1047861	1006252	15.07
1054912	1006581	12.57
1048454	1007415	8.27
1046693	999645	6.08
1053770	1004127	5.33
1051163	1002893	3.79
1062451	1004552	2.57
1056265	1005711	1.74
1062646	1008755	1.02
1065558	1008876	0.37
1068559	1015994	0.01
1065676	1017905	-0.01
1062114	1003050	-0.08
1072999	1013078	0.07
