1031358	1025883	13.52375
1031406	1028632	8.42375
1035250	1033117	3.27375
1026366	1031258	0.30375
1010964	1016205	0.11375
1027027	1024403	3.18375
1008378	1003286	7.92375
1014630	1014143	15.42375
1012674	1015055	22.12375
1020111	1017675	28.32375
1027364	1012927	34.12375
1026770	1015806	36.72375
1030009	1005640	36.42375
1034712	1015863	36.62375
1028641	1013845	33.92375
1040872	1024606	31.62375
1028223	1020314	27.12375
1023671	1015698	23.22375
1019439	1014011	19.12375
1020864	1015111	15.82375
1022681	1014187	12.52375
1020797	1018601	10.02375
1016307	1011490	7.12375
1017425	1016027	5.81375
1015969	1016578	4.31375
1026181	1018966	3.00375
1014588	1012572	1.77375
1035708	1016146	1.06375
1021016	1022102	0.55375
1020601	1007963	0.22375
1031720	1029826	0.00375
1031500	1030273	-0.06625
1029574	1030683	0.04375
