1056140	1023812	37.07
1065726	1032638	35.17
1071267	1024414	29.97
1072751	1031551	24.17
1082094	1031048	15.87
1079489	1032199	8.67
1074902	1041250	3.33
1064568	1033119	0.3
1062307	1031189	0.43
1049448	1022899	2.93
1046029	1025780	7.17
1041869	1026354	13.67
1046855	1033049	19.77
1053657	1034861	24.57
1042768	1018056	28.37
1040454	1023027	32.37
1041329	1018561	35.47
1056285	1034079	36.77
1048196	1025580	37.97
1062417	1034637	37.37
1056820	1031023	36.47
1058074	1026087	35.77
1055635	1026612	34.07
1056034	1023686	32.77
1061998	1029990	31.27
1070320	1032119	30.27
1060655	1021975	28.97
1069638	1032917	26.47
1072363	1031104	25.17
1067653	1021874	22.97
1062326	1020721	21.47
1071448	1026971	19.47
1075117	1030708	18.67
