1063687	1005015	18.92986632
1047736	1005371	25.12986632
1047999	1002097	31.12986632
1058648	1012107	34.79986632
1055582	1006091	36.95986632
1049982	1003665	36.14986632
1050537	1001521	31.87986632
1061003	1011137	25.62986632
1052191	1009240	19.02986632
1056452	1006501	12.12986632
1075188	1018539	6.82986632
1061234	999615	3.62986632
1075275	1014985	0.52986632
1076080	1012737	0.72986632
1067235	1004667	2.62986632
1079451	1013548	4.32986632
1063110	1007671	8.02986632
1068441	1017336	11.32986632
1058308	1009983	14.32986632
1057569	999110	18.32986632
1067546	1020134	20.42986632
1061611	1021110	23.22986632
1059215	1014155	26.22986632
1062213	1017167	28.52986632
1066874	1018699	30.12986632
1055412	1018956	31.59986632
1054726	1016219	33.30986632
1055347	1009759	34.23986632
1058740	1022084	35.23986632
1064580	1024051	35.66986632
1059194	1021860	36.15986632
1060588	1025634	36.63986632
1064545	1027654	36.83986632
