1035441	1028007	14.52375
1045445	1039137	8.32375
1030530	1028619	3.51375
1032976	1032597	0.28375
1007990	1012387	0.12375
1023720	1025768	2.99375
1009298	1010153	8.52375
1011478	1006922	15.42375
1006469	1008956	22.12375
1019978	1021119	29.22375
1024794	1017674	33.62375
1028326	1011311	36.62375
1029681	1014417	37.72375
1036280	1019618	36.12375
1031464	1014113	33.82375
1033671	1020004	31.02375
1028815	1017329	27.12375
1017301	1008649	23.42375
1021609	1019406	19.12375
1019398	1016828	15.62375
1022681	1014187	12.82375
1024809	1022017	10.12375
1017794	1004496	6.92375
1018945	1017519	5.87375
1015925	1015525	4.03375
1028777	1025275	2.82375
1021370	1015365	2.02375
1017877	1015733	1.11375
1020429	1021379	0.57375
1020396	1011621	-0.07625
1026231	1029252	-0.03625
1029035	1027953	-0.07625
1029574	1030683	-0.07625
