1058154	1024506	36.47
1059386	1025778	34.97
1060636	1029519	30.27
1070219	1033579	23.87
1081482	1030834	16.07
1065798	1029122	8.77
1075468	1043962	3.52
1053852	1022863	0.41
1057191	1029810	0.54
1049193	1021476	2.61
1049723	1028510	7.47
1045039	1026130	14.07
1042361	1022032	19.67
1061303	1026260	24.47
1040145	1018587	28.47
1039835	1024483	32.97
1043135	1025101	35.17
1055612	1038262	37.17
1048289	1035821	37.87
1050306	1028496	37.32
1056236	1034571	37.07
1059830	1029377	35.97
1055212	1027347	34.37
1057423	1023466	32.57
1064759	1029640	31.57
1068859	1025688	30.17
1066576	1027298	27.77
1070416	1029512	26.57
1071667	1031241	24.77
1075397	1026261	22.97
1068977	1022505	21.67
1066417	1022655	19.87
1072787	1029192	18.37
