1052208	1004079	36.32375
1051439	1008406	34.02375
1043986	1010616	31.12375
1044393	1001871	24.12375
1041637	1005138	16.52375
1048768	1015644	9.22375
1047996	1009320	3.58375
1043500	1012791	0.58375
1040306	1003904	0.15375
1055934	1012519	2.70375
1058894	1012607	7.02375
1057708	1005139	12.02375
1056495	1007642	17.92375
1054084	1002123	23.42375
1062789	1011725	28.22375
1061862	1005887	31.52375
1063833	1018603	34.62375
1057753	1014611	36.42375
1060198	1015524	36.92375
1052744	1010551	36.32375
1048578	1014615	36.62375
1047547	1011586	35.12375
1052092	1012814	33.92375
1044001	1005323	32.02375
1043073	1006659	30.22375
1048632	1016922	29.62375
1043060	1007904	27.32375
1040784	1009409	25.82375
1040767	1014277	24.12375
1049405	1011956	23.32375
1047053	1014841	21.72375
1041915	1012022	20.62375
1047866	1012434	19.62375
