1061649	1000457	0.80748658
1059820	1011671	1.00748658
1056977	1018963	4.00748658
1050783	1002077	9.80748658
1053598	109578	16.60748658
1051083	1003192	25.20748658
1054473	1003315	31.00748658
1045884	1003853	35.32748658
1065670	1011071	36.48748658
1068485	1011126	35.09748658
1062308	998043	32.13748658
1072993	1003021	26.10748658
1082375	1011667	21.40748658
1089456	1014420	15.10748658
1082494	1007970	10.90748658
1092439	1022904	6.80748658
1089202	1021935	2.60748658
1079323	1021890	1.00748658
1065398	1004253	0.60748658
1063343	1008287	-0.19251342
1059607	1007856	0.20748658
1064093	1007272	0.20748658
1062962	1009208	1.40748658
1065752	1011382	3.00748658
1072971	1021680	2.90748658
1069429	1021726	4.40748658
1053644	1004231	6.70748658
1057823	1005074	8.30748658
1059690	1004059	9.50748658
1057390	1002774	11.40748658
1058813	1009979	11.90748658
1062191	1015893	13.40748658
1053370	1001777	14.90748658
