1040619	1030633	14.72375
1039219	1024819	8.22375
1025546	1025922	2.90375
1032976	1032597	0.36375
1011878	1013419	-0.04625
1026307	1025020	2.82375
1023696	1018579	8.62375
1013206	1015889	15.62375
1009209	1006100	22.32375
1017011	1017634	28.92375
1029891	1016227	33.72375
1026020	1014108	36.62375
1028924	1009357	36.92375
1036436	1017322	36.82375
1034542	1011488	33.92375
1034411	1018548	31.22375
1027837	1016395	27.02375
1026694	1014397	23.02375
1020495	1019529	18.92375
1015978	1008887	15.82375
1027664	1016089	12.72375
1019408	1006237	10.02375
1012935	999794	7.32375
1018945	1017519	5.68375
1016511	1016803	3.97375
1021550	1005821	2.51375
1021485	1015160	1.98375
1022124	1022157	1.15375
1020165	1020165	0.62375
1023600	1013996	0.17375
1022846	1025545	-0.02625
1022172	1024515	-0.02625
1023563	1022400	0.06375
